SCH772984
749709	3.213751
749710	2.432928
749711	5.015511
749712	NA
749713	5.716053
749714	3.52766
749715	5.194448
749716	2.329184
749717	5.005159
905936	-1.238551
905937	2.626326
905939	-1.520365
905945	3.14808
905946	5.278364
905951	3.58713
905957	2.084453
905960	0.965824
905961	-2.374731
905962	0.370098
905971	-2.090774
905989	0.214103
906801	2.275609
906812	2.70935
906826	6.047488
906844	-4.019831
906851	3.363211
906862	3.554931
907045	3.04081
907046	2.146886
907047	1.728335
907048	1.810938
907287	-0.635887
907289	2.174053
907291	2.051132
907790	0.293297
907792	2.034198
907794	-0.682507
907795	0.019852
908121	3.907362
908122	2.607903
908123	NA
908151	3.129589
908457	-0.802666
908458	0.704949
909256	2.622723
909263	0.468473
909698	0.790609
909718	-2.659537
909740	2.605386
909747	-0.035404
909748	1.192637
909751	-0.229594
909755	1.217753
909757	1.078811
909761	2.152693
909778	1.680333
909907	6.735875
910554	2.592388
910569	4.532042
910689	NA
910700	2.559281
910704	2.881952
910852	1.802664
910905	-1.591599
910927	2.782229
910948	3.419362
917486	1.517808
924106	4.951488
924108	3.011767
924240	2.645121
925338	NA
946359	4.65372
946382	3.498255
949093	6.541927
998189	1.064187
1240123	1.512205
1240124	0.498963
1240172	3.725501
1240173	NA
1290769	0.428639
1290771	-2.818411
1290798	4.321568
1290905	5.61971
1290922	2.309623
1298157	5.015643
1303900	2.809834
1330941	2.862386
1659823	2.576529
1659928	0.223826
1660034	0.991984
1660036	2.168135
1674021	1.626284
683665	3.80926
683667	3.904334
684052	3.549507
684057	3.326388
684059	2.94468
684062	NA
684072	3.194573
687448	0.132018
687452	NA
687455	1.253466
687457	NA
687459	5.614482
687505	2.010585
687506	2.423555
687514	3.111872
687561	NA
687562	2.119173
687563	2.097775
687568	5.25421
687586	4.178734
687588	4.147571
687590	2.76424
687600	4.54689
687777	4.866464
687780	2.346792
687787	2.373275
687798	1.744786
687799	0.383984
687800	6.055741
687802	3.202688
687807	NA
687812	3.539114
687815	4.365276
687816	2.858176
687819	5.407542
687820	4.150146
687821	1.954279
687829	3.669154
687980	NA
687983	5.068639
687985	4.50385
687995	3.799488
687997	5.136109
688001	NA
688006	3.410983
688010	3.515202
688011	4.006226
688013	4.263489
688014	5.176897
688018	4.202715
688021	5.686092
688023	2.368883
688025	NA
688026	5.398947
688027	4.200491
688031	3.039504
688058	3.873721
688086	3.770294
688087	1.698693
688121	4.916003
713869	4.750857
713878	4.681682
713880	3.089128
713899	4.060009
717431	3.970831
722046	-0.236981
722066	2.469252
724825	0.946255
724828	0.152268
724831	1.737493
724834	0.597246
724838	3.515209
724839	3.752579
724855	-0.166084
724859	-1.048307
724863	-1.709427
724866	NA
724868	1.458824
724869	0.779337
724870	1.274858
724872	3.532029
724873	1.838901
724878	5.977667
724879	1.776844
735784	3.360642
753532	1.593188
753538	1.881525
753539	3.67582
753541	2.361649
753546	NA
753547	3.439971
753548	NA
753551	3.845995
753552	0.65239
753554	0.236353
753555	0.791235
753556	1.168253
753558	2.85287
753561	1.645551
753562	2.76926
753563	-1.183964
753565	2.986919
753566	NA
753569	0.818994
753572	2.655574
753573	1.556994
753574	2.220073
753575	2.587915
753576	4.499693
753583	4.14049
753584	3.129659
753585	4.406629
753586	3.789341
753589	6.032744
753592	1.949093
753594	NA
753600	5.388293
753607	2.826751
753608	2.684728
753610	NA
753612	4.185504
753614	1.545328
753615	0.980999
753616	0.837232
753618	2.42827
753620	NA
753621	3.874545
753623	2.70841
753624	NA
905933	4.262212
905934	6.201445
905935	5.056001
905938	0.128567
905940	2.064426
905941	4.191111
905942	4.162533
905944	3.947933
905947	3.428381
905948	3.116844
905949	0.549216
905950	2.665227
905952	NA
905955	0.414964
905956	1.079998
905958	2.705526
905959	4.554041
905964	2.186628
905965	1.500343
905967	0.295894
905968	-0.437318
905969	0.36078
905970	1.943165
905972	2.010537
905973	1.882533
905974	-0.961144
905975	NA
905976	-1.445398
905977	-0.309286
905978	1.330127
905979	2.924352
905980	1.967804
905983	4.448774
905984	1.277972
905986	3.308952
905990	4.103485
905991	NA
906693	1.266328
906696	-0.369894
906746	3.404072
906763	2.448309
906765	2.352979
906790	-2.654196
906791	4.863552
906792	1.362171
906793	-0.855669
906794	3.833209
906795	2.121813
906797	NA
906798	3.054605
906800	1.829417
906804	-0.193621
906805	1.41538
906808	4.809355
906814	NA
906817	4.513172
906818	-1.744438
906820	-2.246297
906821	3.089554
906824	2.873248
906827	3.027186
906828	2.023161
906830	NA
906831	2.143337
906832	4.345701
906833	3.046742
906834	3.99868
906835	2.926958
906836	1.499255
906837	1.194125
906838	3.593391
906839	1.733415
906842	2.008286
906843	2.674026
906846	4.219772
906847	NA
906848	NA
906849	3.611982
906852	2.647446
906853	5.557802
906855	0.361499
906856	-0.752101
906861	3.306323
906863	NA
906864	5.430545
906865	NA
906868	4.400368
906869	2.982718
906870	2.087671
906871	3.407716
906872	1.382052
906873	NA
906875	3.020006
906877	5.245776
906999	2.374955
907000	0.855572
907042	2.675298
907043	0.010476
907044	3.498231
907050	3.538204
907051	5.09652
907053	3.398321
907055	3.10242
907056	5.03399
907057	NA
907058	-1.074027
907060	4.041278
907061	2.310594
907062	3.458065
907064	2.467191
907065	4.853011
907066	4.581676
907067	-1.880034
907068	2.871553
907069	1.0175
907071	3.83354
907072	4.149033
907073	1.228812
907169	2.11756
907170	2.62072
907172	1.705808
907173	NA
907268	2.796041
907269	1.994302
907270	0.603298
907271	1.253983
907272	3.196172
907273	2.898353
907274	2.568162
907275	0.651854
907276	1.164186
907277	2.984885
907278	2.883507
907279	3.345524
907280	-1.021989
907281	3.28855
907285	NA
907286	3.533441
907290	1.55286
907295	3.208596
907298	1.838442
907299	1.705637
907300	-0.119952
907311	NA
907312	-1.759169
907313	1.453589
907314	2.927774
907317	0.802808
907318	2.328184
907319	2.818468
907320	2.549886
907321	NA
907322	3.843015
907323	2.653274
907783	-0.53347
907787	2.769728
907788	4.024107
907789	3.064765
907791	NA
907796	1.580138
908125	1.454761
908126	NA
908127	3.255769
908128	1.829767
908129	3.766363
908130	3.352872
908131	3.620866
908132	2.93793
908136	3.596147
908138	3.103181
908139	0.955782
908141	-1.159498
908142	2.713346
908143	4.159467
908144	5.240286
908145	2.034405
908146	1.203649
908147	2.566751
908148	1.315327
908149	NA
908150	2.6071
908152	1.942993
908156	-0.590768
908158	1.843479
908159	2.74222
908440	-3.001829
908441	3.57306
908443	3.64205
908444	3.060531
908445	0.963013
908446	2.374741
908447	1.85199
908448	0.437584
908451	-0.619177
908454	3.010452
908455	2.473173
908459	3.370913
908460	4.880672
908461	0.523414
908462	4.609659
908463	5.676609
908465	1.049243
908467	3.218681
908470	NA
908471	1.667213
908472	3.117397
908473	0.924798
908474	3.53489
908475	1.305238
908476	0.686338
908483	3.402701
909248	-0.993652
909249	1.846509
909250	NA
909251	1.838486
909252	3.418649
909253	1.77702
909255	1.847219
909257	2.656784
909260	2.536465
909262	3.150894
909264	1.61553
909696	3.321715
909697	2.606845
909699	3.248147
909701	1.938795
909702	1.372307
909703	4.021662
909704	NA
909707	4.632855
909708	-0.540997
909709	1.389061
909713	-1.804711
909716	3.900687
909717	1.949779
909719	3.194675
909720	1.780285
909721	2.293049
909722	-1.877406
909723	NA
909725	1.813172
909728	2.169388
909729	3.824996
909731	3.476368
909732	3.884787
909735	2.733942
909736	1.60237
909737	2.752712
909738	4.396776
909743	3.743605
909744	1.362936
909745	4.868001
909746	1.616718
909749	2.606179
909750	3.640417
909753	0.365452
909754	3.621523
909756	3.732995
909759	NA
909769	3.879774
909770	0.314582
909773	2.805967
909774	1.81988
909776	1.503941
909777	NA
909779	4.530965
909780	1.748565
909781	5.65635
909784	1.51448
909785	2.861213
909904	3.700658
909905	3.038656
909974	3.388303
909975	3.945647
909976	NA
909977	5.726283
910079	3.387063
910401	3.133553
910544	2.417499
910546	-0.886522
910548	5.033282
910549	0.842451
910568	2.893908
910687	3.311267
910688	2.284926
910691	4.339778
910692	2.82857
910694	NA
910695	2.719631
910698	NA
910702	NA
910703	3.719568
910705	2.688923
910706	2.76781
910710	1.035631
910779	3.768491
910780	3.234115
910781	3.147159
