Camptothecin	5-Fluorouracil	Afatinib	Taselisib	PD0325901	Linsitinib	Sapitinib	Luminespib	Alpelisib	SCH772984
910710	-5.123835	1.958652	1.047809	3.432041	-1.048056	2.841932	4.068984	-4.223159	4.12122	1.035631
910779	-1.842245	6.98534	4.778121	4.657665	0.457746	4.397235	5.368075	0.00232	4.900362	3.768491
910780	-2.844717	5.849661	2.192604	2.228091	1.483091	1.80009	4.135861	-2.575603	2.576917	3.234115
910781	0.42113	5.806868	2.061601	-0.303364	1.756022	3.880449	2.777848	-2.666688	1.878377	3.147159
910784	-1.720835	5.542559	2.348975	2.810783	1.405106	3.971835	4.552537	-1.593387	4.64529	3.082408
910849	-3.42435	5.90048	2.298482	3.36437	2.135204	3.455232	3.884894	-2.944678	4.413752	4.73817
910850	NA	6.296804	4.681654	5.158711	0.435577	4.495101	4.985165	-3.45582	5.519133	2.8676
910851	-1.361741	NA	3.590769	NA	0.247006	NA	NA	NA	NA	NA
910853	-1.397941	5.903409	NA	2.210714	0.894456	3.342787	1.119696	-1.662178	4.934987	4.468449
910900	-3.985139	4.25223	2.901099	3.518185	NA	3.727062	3.477329	-1.760471	4.283244	4.019844
910903	-3.926533	3.803712	2.00497	1.181616	0.062364	3.613144	3.770424	-4.349051	3.216415	2.13008
910904	-2.203023	5.57068	1.838979	0.645385	0.056647	4.189267	3.025151	-2.685973	2.509808	2.596145
910906	-3.65084	3.55631	0.63024	2.612138	-0.848458	3.748391	3.17205	-2.791584	3.712273	2.022176
910907	-0.811421	6.486195	3.656782	3.588356	0.307108	5.171007	4.699367	-2.731266	5.999916	2.973171
910910	-2.695748	3.027332	1.384646	0.872107	2.648466	7.082666	1.224651	-2.750836	2.507278	5.520152
910911	-2.885609	5.824609	0.224377	0.563781	0.59722	4.779058	0.48156	-2.76321	3.743199	2.802716
910915	2.557426	8.045047	1.76454	2.630386	-1.841831	4.010209	3.0984	-1.593446	4.319154	2.013575
910916	-3.960514	2.27737	-1.732257	0.909321	-0.422304	4.394201	-0.400859	-3.309261	3.155653	1.839782
910919	NA	2.125398	0.848034	1.304683	-0.666274	2.066671	3.155088	-4.665175	2.20379	1.981167
910920	-2.018433	NA	1.424674	NA	0.803306	NA	NA	NA	NA	NA
910921	-2.864103	4.053363	NA	1.569251	-2.167806	4.762975	5.01512	-2.028988	3.884018	0.69328
910922	-2.139694	3.317243	0.839724	2.767655	NA	4.779037	1.82298	-1.521707	3.764075	2.909346
910924	-3.276945	2.168003	0.652471	-0.320857	0.04408	3.719157	2.738978	-1.797417	2.034585	1.532113
910926	-4.359769	3.920865	1.73032	0.872669	-1.597216	3.318298	3.24285	-3.252699	2.169726	-0.311531
910930	-5.36315	0.043392	1.491349	3.292588	0.10066	3.124821	3.562267	-3.446175	3.830748	1.529738
910932	-1.59026	4.451983	2.107595	2.524703	-1.890888	4.334325	4.3014	0.459802	4.814854	0.413633
910933	-4.393419	4.791742	2.54638	3.747058	-1.784238	3.57484	5.088678	-3.863616	4.113645	0.839789
910934	-4.339042	1.675686	1.047715	-1.659894	-1.589154	-0.32727	3.473519	-4.083337	0.201438	-1.521193
910935	-5.542232	-0.584016	0.515512	2.986711	-1.237774	2.652074	3.300996	-4.365861	2.617894	2.064246
910936	-2.664041	5.663023	-1.707964	-2.774328	-2.970613	1.171216	-1.367707	-4.543448	0.228074	-0.143123
910937	-4.713951	3.724606	1.219793	1.464173	0.825348	3.140204	4.373187	-2.023984	3.538514	4.563542
910941	-3.817771	3.24199	1.790106	2.71645	1.32574	2.80665	5.215175	0.536583	4.125893	3.795131
910942	-4.182789	2.473252	1.833159	1.902742	-0.110608	2.349663	3.990013	-3.726035	2.538254	1.844764
910943	0.014211	7.269407	3.132273	2.606528	2.269536	5.535825	4.289502	-1.44025	4.679509	3.470929
910944	-4.704681	1.144715	0.311778	1.25258	-0.593628	1.868394	3.12253	-3.605096	2.132552	2.150726
910947	-4.906375	0.556843	1.521535	2.634387	-5.727319	2.966787	3.541526	-4.680953	2.633467	-2.952911
910951	NA	3.005044	1.307074	3.404002	-0.932864	2.650703	2.369519	-4.217868	2.333985	0.971652
910952	-3.557146	NA	-0.680052	NA	0.216178	NA	NA	NA	NA	NA
911905	0.796873	7.514007	NA	3.200621	1.380035	3.98297	4.850357	0.90837	6.04762	3.237233
924100	-3.142631	2.478859	2.433064	0.972964	NA	3.306754	5.56816	-2.131591	2.077915	2.896209
924102	-2.979316	6.114016	2.184346	5.238681	0.065968	5.419545	6.131767	-2.74768	6.218958	1.487869
924104	-2.454797	5.963042	2.009187	4.422106	0.496352	3.799622	4.894136	-2.180883	5.027541	2.526151
924105	-3.865278	3.846313	-1.403651	-1.202055	-2.590783	2.90935	-1.011404	-4.022599	1.078385	-0.351951
924107	-4.057077	3.115194	-3.356931	-2.388364	-3.133842	2.507357	-2.115179	-4.386123	0.309206	-0.463416
924110	-2.776792	4.086585	1.369608	3.075517	1.692211	4.79908	5.315	-2.704199	4.985735	4.211293
924111	NA	1.642836	0.309471	0.308154	-1.267309	3.9912	1.341918	-3.33936	2.318481	1.186677
924151	-1.285001	NA	3.492295	NA	-1.848421	NA	NA	NA	NA	NA
924186	-4.209384	2.897829	NA	1.93955	0.446384	3.917303	3.974412	-3.517393	2.769457	3.41807
924187	1.086801	7.080375	1.89112	2.508555	NA	4.972842	3.26464	0.205471	5.595082	4.307022
924238	-2.508788	2.628946	2.800145	0.137567	-2.863913	4.341272	4.117462	-4.475485	1.643677	0.549011
924239	-1.155349	3.886483	1.676721	0.579554	0.966691	1.161914	3.727799	-3.836042	1.621495	3.948574
924241	1.576814	8.428598	4.543692	0.443161	4.284302	6.344866	7.140371	-1.52822	4.368557	5.863836
924244	-1.579555	4.427575	-0.97483	0.412128	-0.302787	3.052436	1.259986	-2.729311	2.433574	2.404925
924250	NA	8.184129	2.075366	4.871048	2.156263	6.097282	3.212543	1.876323	4.903019	NA
925340	-2.556872	NA	2.280425	NA	-0.410593	NA	NA	NA	NA	0.014682
925341	-2.456042	3.860915	NA	5.348393	2.141958	4.086898	4.960373	0.901563	4.919995	NA
925343	-2.441699	6.423733	3.586364	3.708071	NA	3.989636	5.766176	-3.354685	4.382482	3.373533
925345	NA	6.124761	0.915343	1.509439	1.670196	2.119785	3.320246	-2.926581	2.053135	2.505421
925346	NA	NA	1.640546	NA	0.0067	NA	NA	NA	NA	1.628191
925347	2.230087	NA	NA	NA	1.318116	NA	NA	NA	NA	NA
925348	-1.674982	6.439444	NA	1.381066	NA	3.464246	4.503291	-0.507897	4.486522	NA
930082	-0.802766	4.132419	1.621737	3.104825	NA	4.326932	3.857282	0.972561	5.164596	1.78842
930083	NA	8.948009	5.65024	4.462785	5.098852	6.634549	6.910508	2.602266	6.967678	6.266649
930297	0.618098	NA	3.466583	NA	2.481476	NA	NA	NA	NA	4.540393
930298	-1.880913	5.156559	NA	1.771526	0.367344	5.009642	2.032545	-2.733163	3.041794	NA
930299	0.600664	6.640606	5.218017	4.376196	NA	2.497819	3.933997	0.587253	6.333877	3.990658
946353	-1.819749	6.238878	2.091655	1.675277	1.23481	3.488638	3.679745	-3.200636	3.079946	3.696666
946355	0.756867	4.388587	-2.432259	-1.228882	1.402084	3.871176	0.970395	-2.113518	1.65978	2.5669
946356	2.117589	7.842423	-0.193324	1.077315	2.603779	4.749828	0.793045	-0.753157	3.39954	3.798729
946357	-4.430529	3.992036	1.546277	2.485872	-0.341026	2.415021	4.434547	-3.090031	4.653961	1.439509
946358	-4.794935	0.759572	1.746264	0.800917	-0.237878	4.499799	4.061342	-3.853447	2.12392	3.410536
946360	-2.225776	7.703098	2.754354	4.824094	1.422614	4.97155	5.330354	1.980765	5.220397	4.458575
946361	-2.006454	4.064836	1.700993	1.904338	-1.235737	2.575829	5.079129	-1.636854	2.391797	0.777498
946368	-2.236309	3.648854	2.994719	2.856772	1.169548	4.091699	4.725981	-1.611441	5.379953	3.477409
946370	-1.89255	5.426023	3.049257	3.054877	0.060777	3.83292	4.716829	-2.585775	4.090783	2.998887
949090	-2.803711	5.384937	1.774901	3.041201	-1.283943	4.881516	4.401472	1.533474	3.351121	-0.582542
949094	-3.64519	4.381504	2.115755	2.650685	1.658307	4.528899	3.965542	-4.034615	4.327875	2.759055
949153	-4.924644	3.093972	0.935511	-2.442784	-0.987839	2.270083	3.146599	-3.633849	1.355293	2.26421
949155	-5.227331	3.182488	1.193291	0.10975	0.827995	0.920193	3.698751	-3.639379	2.2234	2.592405
949156	NA	3.369415	1.738487	2.118043	2.818269	4.348377	3.71317	-3.388041	4.464422	5.003693
949157	-1.143252	NA	1.799798	NA	2.63579	NA	NA	NA	NA	5.747614
949158	-4.633459	1.082356	NA	-0.465532	1.309738	0.029411	4.832712	-4.055649	1.293526	NA
949160	-4.2944	3.508241	1.542482	-1.412012	NA	1.620623	2.74947	-4.075113	0.960761	3.926725
949161	-5.376965	2.910484	1.446911	0.02788	2.195003	0.826299	4.927387	-1.648514	1.468037	3.915575
949163	-4.616095	4.07287	1.601224	0.441683	0.654876	1.03645	4.241458	-3.234815	1.766158	3.034976
949164	-1.75482	4.551458	0.872979	0.70858	1.060479	0.986706	3.639506	-2.292604	2.074252	3.349523
949165	NA	4.457952	1.320014	2.009262	1.842173	1.548678	3.67884	-1.915003	2.732265	3.914735
949166	-3.776789	NA	3.332497	NA	2.506349	NA	NA	NA	NA	5.034395
949167	-5.291886	4.104432	NA	0.769896	1.18183	1.721212	4.766047	-2.772257	1.903774	NA
949168	NA	7.311043	2.192666	0.201076	NA	2.495843	5.02712	-2.243407	2.38148	5.657045
949171	-4.837187	NA	2.264127	NA	-1.394588	NA	NA	NA	NA	1.61021
949172	-2.445108	5.813874	NA	-1.188618	1.76997	0.453717	4.936135	-1.538831	0.074107	NA
949174	NA	5.864964	2.536122	4.14828	NA	3.408982	4.341266	-1.60097	5.334667	4.774632
949177	-4.038658	NA	1.032849	NA	0.780505	NA	NA	NA	NA	3.567913
949178	-4.470298	3.177966	NA	3.009652	-0.186285	3.139139	4.337614	-1.372172	3.995597	NA
949179	-2.535995	6.949209	1.790947	0.00657	NA	3.414618	3.709564	-0.653411	2.715246	4.90025
971773	-4.782128	3.065702	1.624024	1.673219	0.804564	1.896388	4.582957	-2.743037	3.650256	3.18181
998184	-4.444861	3.713686	0.888558	0.338395	1.120339	3.256019	4.440862	-2.915147	2.143558	3.573797
1240121	-3.840264	3.672239	1.997338	-0.552005	-0.880693	3.839938	3.722672	-3.535315	1.793428	1.28342
1240122	-1.481129	5.0769	2.744397	2.11608	1.246461	3.336661	3.297001	-0.535449	4.055728	2.602542
1240127	1.460638	6.311057	2.605265	1.170045	2.181029	4.583841	5.664199	0.356079	3.048444	3.549817
1240128	-3.639373	4.757726	1.733426	3.871701	-0.906607	5.892964	6.016327	-2.59608	5.479589	0.885583
1240129	1.994484	7.104364	2.663762	2.330956	0.982776	3.876746	3.776019	-0.874046	4.68513	2.700783
1240130	-3.366817	3.122673	1.925708	2.803639	-5.040157	3.507933	4.16042	-2.164687	2.798822	-1.452764
1240131	0.384146	8.58086	3.949517	6.453106	2.354388	5.903872	6.918009	-0.120058	6.549292	5.706056
1240132	-0.305935	7.849191	3.684608	4.244605	3.297608	5.114351	6.516688	0.66788	6.456423	5.305593
1240134	-1.004998	5.270654	2.189418	2.113698	1.535899	2.897191	4.702322	-1.740427	3.196723	3.520679
1240135	NA	4.680522	2.798633	3.382443	-0.093967	3.593174	5.514277	-1.878623	5.371866	2.500362
1240136	-3.371369	NA	3.86649	NA	2.631287	NA	NA	NA	NA	5.003066
1240137	-3.538786	4.475181	NA	2.631911	1.5379	3.51039	4.047192	-0.784454	4.159632	NA
1240138	1.976381	6.563611	4.327257	3.407329	NA	4.273704	4.386039	-2.964252	5.048766	3.80052
1240140	NA	3.321653	-0.759309	-0.996684	-1.70178	4.093301	0.648779	-2.805716	1.114526	0.148769
1240141	-0.665264	NA	1.132289	NA	2.212675	NA	NA	NA	NA	3.555354
1240142	NA	3.189174	NA	0.253932	0.423479	1.857695	2.033329	-3.897487	2.02825	NA
1240143	-1.064627	NA	2.942393	NA	NA	NA	NA	NA	NA	2.83433
1240144	-3.501132	2.753069	NA	1.101438	-0.398522	3.026782	2.050649	-2.421857	2.164984	NA
1240145	-2.09719	3.268914	1.816952	0.696552	NA	3.094894	3.971134	-3.702675	2.770231	0.482585
1240146	-0.60842	5.562045	-2.411906	2.448197	-0.484209	4.772032	NA	-1.186005	4.220316	1.493099
1240147	NA	3.514802	3.037086	1.600248	-1.675116	3.404034	3.521939	-4.174909	2.156653	-1.97014
1240149	-4.342117	NA	1.499261	NA	-0.945539	NA	3.468342	NA	NA	0.826279
1240151	-0.56608	7.049554	NA	3.240503	0.347942	5.13815	NA	-2.672636	5.345708	NA
1240153	-3.347173	5.04818	2.905435	1.540187	NA	3.95577	5.048853	-0.377675	4.374434	-0.807359
1240154	-4.768083	2.370231	2.079097	3.826196	-2.054275	3.018648	4.148687	-3.965991	4.899681	0.153123
1240155	-0.91044	3.928921	2.134321	0.908631	0.195433	3.895703	3.669498	-1.506851	1.90324	2.517432
1240157	-1.261201	6.671757	1.829791	1.590313	0.715691	4.944539	3.519663	1.076954	4.326108	2.056284
1240158	-3.111783	7.543911	2.3739	3.929374	1.903035	3.835965	4.272373	3.067445	5.938015	2.782836
1240159	-0.931896	7.359777	3.548583	2.757061	0.196565	3.826376	5.433948	-1.365554	3.373157	2.376621
1240160	NA	6.341524	4.182458	3.623154	1.527953	4.808988	6.240249	-1.643177	4.578374	3.18399
1240162	-2.65046	NA	-2.215752	NA	-1.484931	NA	-0.857396	NA	NA	1.751498
1240166	NA	3.629738	NA	1.962772	0.869031	3.27339	NA	-3.327352	3.130193	NA
1240167	-3.971804	NA	0.355241	NA	NA	NA	1.341045	NA	NA	0.945132
1240168	-1.93027	4.550429	NA	2.365159	1.640216	3.732959	NA	-3.482657	4.660833	NA
1240169	0.48759	7.50216	2.894418	5.365225	NA	4.094219	3.086683	-1.956772	4.826288	3.251467
1240170	-1.564607	NA	2.6927	NA	1.039444	NA	NA	NA	NA	NA
1240174	-1.465849	5.000137	1.93197	2.484089	0.645721	4.450252	3.563329	-2.261465	4.610322	2.865494
1240179	-2.82282	6.588398	2.49853	3.796532	1.491522	4.082966	4.005955	-0.865785	4.769754	4.181804
1240181	-3.010637	4.777413	1.13035	-0.07239	-2.255278	1.051747	2.402145	-3.437864	1.65099	-1.546998
1240183	0.107593	6.155104	1.170383	2.578349	0.501155	5.127623	2.456632	-0.016831	4.500667	3.308355
1240184	-1.342244	5.871752	2.1068	5.995336	-0.15827	6.028409	4.457278	-4.055323	5.015411	0.910962
1240185	-2.512065	3.527473	2.504531	1.543459	-0.02903	4.416491	3.223194	-2.189855	3.486135	1.806505
1240186	1.614246	3.384323	3.211029	3.816251	2.966201	5.449994	5.734682	1.060564	5.548623	5.967065
1240187	-3.632207	2.35101	1.843774	0.928161	-0.138479	4.781536	4.161097	-2.9512	2.421673	2.204234
1240189	-3.197862	4.551254	1.223723	3.400514	-0.12791	2.177688	4.011349	-3.160938	3.543097	2.8534
1240190	-2.989968	3.998874	2.292302	0.325787	-0.727086	4.173095	6.111519	-3.205155	2.399586	0.066022
1240192	-0.828403	6.167154	2.107179	3.007943	2.316666	3.891718	4.486839	-2.013007	4.380843	4.441397
1240193	NA	4.641683	1.100426	0.843684	1.34813	1.922977	4.402382	-2.638017	2.076858	4.139643
1240196	-2.770137	4.983794	2.081384	2.294085	2.014603	4.399415	3.171344	-2.680694	4.648967	3.704615
1240197	-1.552601	NA	NA	NA	-2.096842	NA	5.525435	NA	NA	-0.201539
1240198	1.48518	6.800123	1.571692	0.647508	NA	3.825949	NA	-2.263319	2.447879	NA
1240199	NA	9.379874	2.983873	3.929872	3.025217	6.123594	4.898191	0.890346	5.858032	4.636751
1240200	0.691323	5.42813	-2.340789	0.389901	0.148907	3.899786	-0.279203	-0.572764	3.000388	1.548487
1240201	NA	NA	NA	NA	-0.425416	NA	4.463068	NA	NA	1.749908
1240202	-2.877714	8.226315	-2.670006	3.438029	NA	5.402838	NA	-2.442621	4.43571	NA
1240208	-3.009924	NA	NA	NA	-1.491699	NA	4.626381	NA	NA	0.454657
1240209	-1.673625	6.968131	1.746373	0.745871	NA	1.916755	NA	-3.201012	2.742093	NA
1240210	-1.991339	6.212137	1.311439	-1.928014	1.288466	0.43804	3.721451	-3.205546	0.78007	2.630656
1240212	-2.665407	3.913136	2.927363	4.44902	2.743274	4.505982	5.97958	0.586388	5.559074	5.25753
1240215	-1.388206	5.073351	2.674895	2.111542	2.110284	5.120952	4.461076	-1.876466	4.395261	4.178444
1240216	-1.829168	7.117875	2.542778	3.603994	1.027939	4.869187	4.718071	-0.211285	4.690428	3.51568
1240217	-1.820635	5.492482	2.004643	5.178231	0.929148	3.56412	4.957899	-2.171921	5.652241	2.258077
1240218	2.435656	8.951813	4.460351	5.154807	0.45846	7.078272	3.767883	1.630308	5.73665	3.023665
1240219	-2.251948	5.784224	4.347045	7.484757	1.190955	5.973944	6.601568	3.319627	7.041276	2.761325
1240221	-4.517578	4.199643	2.129013	1.858869	1.09534	1.675548	4.749334	-3.448526	3.128747	3.723513
1240222	-1.840369	3.235128	0.725472	2.607601	0.119494	5.615009	2.768844	-3.700367	4.872636	1.56111
1240223	-0.701431	8.608226	3.676748	7.049713	-0.146876	6.962314	7.112737	-0.658759	7.223554	1.683727
1240226	-1.986621	7.829384	2.951943	4.788626	-2.400101	4.861175	5.72321	-3.57327	5.468248	0.199331
1247871	-5.173704	2.205286	1.871938	3.475764	-1.128451	4.297209	4.219167	-2.979654	4.238893	1.763413
1247873	-1.578331	6.456989	-4.001855	1.884041	1.015175	4.191727	-2.323906	-0.668309	4.507079	3.15552
1290455	-3.638722	1.237588	0.954069	-0.212986	-4.760291	2.797062	3.837263	-3.434045	2.049463	-2.36148
1290722	-2.818393	5.570714	2.786321	1.62281	-0.467062	4.480771	4.80399	-3.676168	3.820496	1.577266
1290724	-1.783142	5.638531	2.364218	0.181712	0.937301	4.235838	3.764915	-3.629716	2.472207	3.188813
1290730	NA	6.360438	0.886374	-1.850697	-0.106515	5.622447	1.750833	-0.833923	0.709364	2.026507
1290765	-2.605106	3.871602	1.843657	3.227464	1.568003	3.58215	4.916085	-3.774478	3.199198	3.360996
1290795	-2.475644	NA	NA	NA	1.441411	NA	4.66471	NA	NA	2.452504
1290797	-2.004282	3.600973	0.866421	0.341561	NA	3.506525	NA	-2.869258	1.937727	NA
1290806	-1.724271	3.60425	3.051885	0.524122	0.867864	3.057077	5.217083	-2.509453	1.087181	3.196233
1290807	0.831452	7.391245	2.782532	0.439904	3.384412	2.53491	4.959036	-2.433951	2.177546	4.776035
1290808	0.956656	6.005118	3.410427	5.32534	3.147688	4.120402	5.604501	-2.803033	4.639516	4.507426
1290809	-2.564818	6.729679	2.508585	1.811986	0.754732	2.483673	6.732912	-2.68724	3.934089	1.910452
1290810	-2.307479	5.449488	2.817821	2.391625	0.075963	4.084198	5.534112	-0.990487	4.110155	2.668353
1290812	NA	7.572734	4.89588	7.296065	4.430439	5.106887	6.212939	-0.106214	7.141068	4.318898
1290813	-3.75982	2.163444	1.487231	1.775482	-0.9543	2.71322	3.705356	-4.224158	2.017406	-0.779681
1290814	-1.159551	NA	NA	NA	2.139138	NA	4.673413	NA	NA	3.604998
1290908	-4.825273	3.506925	0.863882	0.499172	NA	4.182948	NA	-1.089397	2.731965	NA
1295740	-4.352754	4.754388	0.903388	2.46033	0.996861	2.245007	3.706744	-3.581102	3.146338	3.434755
1295741	-3.93655	2.04121	0.957508	0.464661	-1.487277	1.059068	3.959046	-5.00656	1.377309	1.555661
1297439	-3.81717	NA	1.078431	NA	1.246852	NA	NA	NA	NA	NA
1297446	-4.613301	4.208791	0.973967	3.21285	-0.214349	3.151346	4.213052	-3.350453	3.716207	2.094506
1297447	-2.586286	4.685122	1.88268	2.317023	0.4266	2.080717	4.646204	-1.823677	2.885891	4.669272
1297449	-3.585089	3.101875	0.914907	-0.897536	-0.713107	3.973564	2.257433	-3.800218	2.859996	2.694928
1298134	-0.819406	4.757993	3.504573	3.62586	0.954322	3.279264	4.310228	-0.567357	4.161109	3.423879
1298136	0.918814	7.363205	2.882792	2.477752	1.258747	3.731317	4.360551	3.511656	6.072971	0.974572
1298141	1.544188	7.186618	4.081201	3.938381	-1.054366	6.240731	4.883685	1.435841	5.327537	1.609975
1298146	-1.004498	6.373681	2.990538	3.620741	1.832889	2.722129	5.400661	0.170334	3.664092	3.892951
1298151	-0.401991	6.74726	2.302956	3.381448	0.048312	4.581114	2.574861	0.181619	4.061928	1.54406
1298168	-1.212883	6.829715	2.816321	2.504364	1.518039	5.766774	3.916024	-1.365687	5.084169	3.971896
1298169	-3.027463	4.947437	1.758886	3.538359	1.434077	4.43886	4.046442	0.513304	4.657058	4.533223
1298216	-2.082622	4.570796	2.149027	2.990749	2.255253	3.784771	4.17037	-2.255788	5.295881	5.281663
1298218	0.639102	6.615755	2.592621	2.552322	-0.919204	4.285841	4.596962	1.717857	4.775388	2.012503
1298219	2.58334	4.886346	3.291924	4.673854	2.85269	4.07005	5.153307	-0.445721	5.644029	5.637435
1298222	0.619929	6.939229	1.997551	2.917374	1.128659	3.515711	2.870017	-1.434036	4.372928	3.434124
1298223	-0.277534	6.996734	1.654318	1.589551	1.67496	4.503498	2.218995	1.375146	3.210285	4.417496
1298226	-3.180136	4.049246	0.438824	2.349357	0.86535	3.839577	2.080477	-1.263005	2.920936	2.619817
1298347	-0.68716	6.134066	1.948267	2.965908	1.099349	4.579576	4.85408	2.698668	4.120723	3.723514
1298348	-0.785552	6.071058	0.47483	3.93453	0.396737	5.511388	0.665557	1.263055	5.42951	2.119973
1298349	-0.161663	6.271885	2.064028	3.089756	1.484633	2.652881	4.660205	1.128796	3.103296	4.137164
1298350	-3.78847	6.818651	-1.792715	1.724526	1.309733	4.053045	1.337327	-2.079382	4.66999	2.90469
1298352	0.297096	8.789866	7.281394	7.491605	-2.162845	8.747069	8.241155	1.975046	8.236707	1.064092
1298357	-0.118117	7.633137	0.775173	3.490193	-0.666704	8.122645	2.575612	1.760232	4.729376	0.527145
1298358	-2.799064	3.640007	3.874614	2.188709	-4.79015	2.874677	5.604115	-3.559497	3.41738	-2.628426
1298359	NA	4.419199	0.052442	1.140776	0.399636	4.068761	1.023502	-1.647929	3.824196	1.803774
1298365	NA	4.693084	1.129451	1.579956	2.311894	3.188769	1.613429	-1.098969	3.679685	4.421329
1298475	-2.360202	4.0823	NA	1.037275	-1.781848	3.442253	2.428568	-2.399048	3.177275	-0.285876
1298476	-0.088913	NA	NA	NA	NA	NA	3.858365	NA	NA	1.588657
1298526	-0.913501	NA	3.532609	NA	NA	NA	NA	NA	NA	NA
1298529	-1.922629	4.93799	1.919197	3.042003	1.777721	3.821787	NA	-3.389378	3.990089	NA
1298531	-3.438148	2.792132	-0.749356	1.451441	-0.857846	4.338524	0.35475	-3.244932	2.641426	1.32621
1298533	-2.605018	5.292896	3.096999	1.722536	-0.430597	3.995866	3.625156	-1.741471	3.373599	0.861721
1298534	-0.534857	7.872558	3.60469	5.447714	-1.35022	6.549502	6.662165	0.994636	6.320235	4.164896
1298537	0.214295	6.470157	1.758796	2.88778	2.167535	3.949766	3.577993	-0.182059	3.278461	2.47635
1298538	NA	3.958777	-0.343643	-0.892667	-0.093686	4.712481	0.159879	0.798232	1.603956	0.984771
1298539	-0.483348	7.044987	4.523946	3.612999	0.188206	4.821038	5.540538	-0.543438	5.338608	2.193062
1299050	1.063621	5.446422	NA	-0.879537	-1.104251	2.665235	-0.273988	-2.577281	2.232955	2.022352
1299052	-0.403515	NA	0.159671	NA	NA	NA	-0.596748	NA	NA	-0.977244
1299059	NA	4.8077	1.792788	3.211245	0.439124	3.650222	NA	-2.960606	4.95337	NA
1299062	-2.393159	6.071094	2.867516	4.40032	-0.832967	4.686037	5.738523	-1.527418	4.803504	1.476132
1299064	-2.526883	3.917441	NA	-0.441279	-0.277051	3.523482	1.117591	-3.746151	1.689451	1.729911
1299070	-3.919779	NA	2.184191	NA	NA	NA	4.570512	NA	NA	2.1714
1299075	-1.994642	6.098524	3.019935	1.422888	2.172868	0.927585	NA	-1.025826	3.329248	NA
1299078	-1.862984	3.712488	1.840587	1.770074	-1.063559	3.21663	3.901105	-3.021754	2.942139	1.632512
1299080	-1.19725	5.625039	NA	2.87861	-2.861518	3.061279	5.08103	-4.035284	3.850558	-1.886997
1299081	-2.832114	3.322146	1.741272	2.052173	-1.169578	4.428198	4.650266	-4.329671	4.327835	1.61691
1303896	-3.310458	3.615309	0.81737	-1.559085	0.085678	2.969467	2.487198	-4.243109	1.590162	3.096493
1303897	-4.506139	2.550261	3.742664	5.175677	1.867189	5.146965	5.991933	-1.655632	5.721869	4.839504
1303912	-0.590972	4.945817	1.886753	0.659336	0.292541	4.677192	3.064067	1.253783	3.210455	3.789447
1322212	-4.159012	5.641513	1.13137	-0.295913	0.575765	0.354313	4.443313	-3.991798	1.835167	3.16307
1322218	-4.464557	1.370868	1.753495	1.687981	0.617084	3.717725	5.000121	-3.218466	3.381999	3.01589
1322224	-4.655161	2.224149	0.853065	-1.49837	-0.179085	1.93983	2.213023	-4.859521	0.632655	1.403222
1327766	-2.16328	3.997339	1.781526	2.824673	-0.523715	NA	4.232832	-3.033696	3.854652	3.48395
1327769	-4.748306	0.551508	1.496166	2.722385	-2.478579	4.853645	4.317099	-3.654763	3.904329	0.674124
1327771	-4.540906	2.500048	0.645489	2.97794	-3.856672	2.435506	2.288815	-5.112315	3.311281	-1.857125
1327773	-4.259066	3.341502	1.389028	-0.510798	0.491065	3.056547	2.300863	-3.741626	2.028098	2.702862
1327774	-5.397063	3.265008	1.607504	3.42553	-0.057989	2.954633	3.791635	1.001856	3.349735	3.161667
1327775	0.573835	5.685989	1.44276	-0.111327	-1.85145	-0.135448	4.627944	-2.991164	1.416333	1.924677
1330931	-2.731621	3.322036	1.718659	2.816543	-1.284239	2.961405	4.15342	-3.710041	3.107054	1.192333
1330933	-4.890189	2.550932	1.049986	2.710548	-1.482773	2.87597	2.134418	-4.55914	2.593143	1.440254
1330935	-2.660676	3.863256	0.611671	1.840824	0.524813	3.200837	3.514892	-3.948303	2.56561	3.533426
1330942	-2.246174	6.101544	1.232252	5.052917	-0.974572	4.546098	4.998524	1.061355	4.665255	2.066707
1330947	NA	0.123326	NA	NA	NA	NA	NA	NA	NA	NA
1330950	-3.259964	NA	1.373352	-1.748918	-0.513419	-0.219226	4.371156	-3.778103	0.797809	1.319527
1330964	-3.463908	6.756638	2.252833	3.86104	2.301153	6.29029	5.876178	0.254641	4.649813	4.007407
1330972	-6.077601	6.469159	1.663903	2.71894	1.212958	2.411942	5.116476	1.418653	2.445148	2.620833
1330973	2.048421	8.127833	2.754473	1.96038	3.183512	3.956575	5.755244	1.996556	2.881804	5.890889
1330983	-4.190431	2.913431	1.419179	-0.625298	-1.464662	1.96188	3.178557	-2.619723	2.486362	0.840727
1330985	-4.684435	4.036778	1.019122	2.961824	-2.06786	2.995861	3.706929	-3.997581	3.586651	0.691989
1330987	-5.38134	2.659087	0.359157	0.944753	-0.343442	3.257827	2.814134	-3.951622	2.042789	2.896791
1330993	-3.843609	4.420529	1.962553	2.072202	0.58829	3.101741	4.711388	-3.904242	4.226263	2.736271
1330995	-3.324229	3.212511	1.732384	3.015613	1.541481	4.540104	4.09652	-2.750002	4.196675	4.201725
1331032	NA	0.44545	NA	NA	NA	NA	NA	NA	NA	NA
1331033	-3.516721	NA	0.774999	0.710589	-0.421944	3.204689	3.585426	-3.91398	2.865571	2.461367
