Camptothecin	5-Fluorouracil	Afatinib	Taselisib	PD0325901	Linsitinib	Sapitinib	Luminespib	Alpelisib	SCH772984
905983	-3.235664	6.856577	3.650172	4.04101	1.496634	5.322796	6.212604	-1.98753	5.424335	4.448774
905984	-3.708391	2.649294	1.501708	1.405353	-0.515341	4.306918	3.65363	-3.628425	3.288392	1.277972
905986	-2.687051	6.576672	2.249432	3.685859	1.907564	4.991383	4.485604	-0.256663	4.442976	3.308952
905990	1.164653	6.722217	2.76842	5.77393	2.331617	4.848811	5.62426	1.216365	5.9956	4.103485
905991	NA	NA	1.526056	NA	0.916449	NA	NA	NA	NA	NA
906693	-1.452904	4.286992	NA	1.777839	-0.132622	3.313042	2.416636	1.758514	2.896517	1.266328
906696	-3.296968	5.921771	1.995939	2.624706	-3.092101	2.517921	4.423707	-3.562523	3.068834	-0.369894
906746	-2.705066	6.072593	2.643035	1.576285	NA	5.031653	5.714628	-2.790489	5.006949	3.404072
906763	-3.502694	5.106344	0.264044	4.285425	-0.506167	2.13275	3.589064	-3.669118	4.176249	2.448309
906765	-4.68342	1.82034	0.797434	-1.500457	-0.346271	3.379522	4.150382	-4.146724	1.826979	2.352979
906790	-3.266368	3.841646	1.377059	-1.418949	-3.130511	3.865407	4.136092	-4.168021	0.863382	-2.654196
906791	-1.588587	7.750157	5.430393	3.943611	3.277487	3.949403	5.781991	0.640182	4.352914	4.863552
906792	-3.757428	4.540757	1.834321	2.109896	-1.821956	3.812511	3.664443	-4.202117	4.289099	1.362171
906793	-4.517416	4.057461	1.732498	2.579417	-3.871759	3.047109	4.758012	-4.037037	4.509372	-0.855669
906794	-2.78054	5.323301	1.694236	2.563337	0.654847	4.573537	2.821287	-2.800405	4.706245	3.833209
906795	-1.209881	6.221018	2.101497	0.864169	-0.744306	3.921372	5.274262	-1.213986	3.516154	2.121813
906797	NA	NA	1.955521	NA	0.063677	NA	NA	NA	NA	NA
906798	-5.115998	4.410077	NA	2.683493	0.588384	4.160544	4.247959	-3.870745	4.181952	3.054605
906800	-5.004851	2.436119	0.284832	1.227971	-0.532158	2.217838	4.219933	-4.607163	2.040979	1.829417
906804	-3.737636	2.22328	-0.12106	-2.588772	NA	3.198628	2.502607	-4.220664	0.091883	-0.193621
906805	-0.263685	5.295702	-3.174215	1.259066	-1.417058	4.205587	-2.499917	-2.241583	2.817275	1.41538
906808	-1.586349	6.170836	2.13545	4.929543	0.774941	4.286028	5.01446	0.830245	4.668733	4.809355
906814	NA	NA	1.708086	NA	-1.579351	NA	NA	NA	NA	NA
906817	0.31303	5.033722	NA	3.244321	1.931622	5.401774	4.167984	0.95298	4.655649	4.513172
906818	-2.260701	5.102145	2.922049	3.629488	-3.63345	3.963403	5.531054	-1.522354	4.597093	-1.744438
906820	-3.85745	3.265485	1.490804	0.490584	NA	2.431196	2.907916	-3.694874	1.657257	-2.246297
906821	-3.486215	3.586797	0.409258	2.703907	0.883343	4.380818	2.687241	-2.804713	4.124517	3.089554
906824	-3.320781	3.953502	0.610515	1.150585	0.110059	4.481172	1.695628	-2.956168	2.725446	2.873248
906827	-2.838601	4.272345	1.388827	3.912631	2.422412	4.156153	4.683522	-3.709242	3.71114	3.027186
906828	-4.06752	3.746992	2.060475	2.158741	-0.284557	3.475583	4.186173	-3.441915	3.619399	2.023161
906830	NA	NA	3.984401	NA	-3.967814	NA	NA	NA	NA	NA
906831	-3.69488	2.655478	NA	1.922963	0.190304	3.350167	3.209395	-3.798634	2.533781	2.143337
906832	-4.506183	5.034285	0.767433	3.424761	1.595644	4.196	4.573792	-2.252379	4.505448	4.345701
906833	-4.484032	4.915308	1.837945	2.226446	NA	3.73384	3.869478	-3.949579	3.200363	3.046742
906834	-4.643568	2.049458	1.324206	1.920515	0.150355	2.507229	4.417103	-4.245417	3.327255	3.99868
906835	0.019731	9.552617	4.713988	5.167529	0.929959	7.257546	6.570561	-0.124136	7.18238	2.926958
906836	-5.358062	-0.050631	-0.009836	2.96922	-0.42463	2.353357	3.529615	-5.107644	3.804935	1.499255
906837	-2.760316	3.613968	0.322847	-1.113697	-0.951443	3.661642	1.82107	-2.69457	2.107429	1.194125
906838	-2.115168	3.96611	0.584276	2.663013	1.215463	3.853516	4.566348	-3.241748	4.504876	3.593391
906839	1.312427	7.150709	1.796538	3.112735	1.94169	5.338587	4.522355	-1.196249	4.585211	1.733415
906842	-5.780752	1.511027	0.518569	0.067726	-0.736204	3.232802	1.827145	-4.355461	2.120963	2.008286
906843	-2.513168	6.445768	0.809043	2.146126	0.23451	3.359513	1.088475	-2.416367	3.99472	2.674026
906846	-4.683771	2.482448	1.100823	1.073552	2.266292	4.338153	3.046374	-2.923715	2.92447	4.219772
906847	NA	NA	1.208492	NA	1.144691	NA	NA	NA	NA	NA
906848	NA	NA	NA	NA	0.357003	NA	NA	NA	NA	NA
906849	-1.707809	5.093403	NA	4.209795	1.632117	3.078928	4.857003	-0.894478	4.391882	3.611982
906852	-0.84306	3.203825	NA	2.931987	NA	6.098996	1.794887	-1.678281	5.499684	2.647446
906853	2.652026	7.576252	6.015747	4.745438	NA	5.277426	5.573519	1.191078	5.774866	5.557802
906855	-4.282016	2.904205	1.902638	2.649881	-1.70871	3.099848	4.676763	-3.912252	3.45252	0.361499
906856	-4.169704	1.214361	0.789232	1.813832	-2.293283	1.898743	1.601565	-4.106574	3.068255	-0.752101
906861	-1.191764	4.376172	0.890994	1.419311	1.84603	3.977449	3.310047	-0.956555	2.903563	3.306323
906863	NA	NA	-0.780914	NA	-0.196571	NA	NA	NA	NA	NA
906864	-3.359043	6.4271	2.475086	3.997374	2.751395	4.22668	4.818197	0.375359	5.880075	5.430545
906865	NA	NA	NA	NA	-2.963008	NA	NA	NA	NA	NA
906868	-2.450669	6.038603	1.791026	1.479818	NA	4.276298	4.104067	-4.179888	3.344101	4.400368
906869	-2.48859	4.821212	NA	0.767676	0.221413	3.406077	1.851182	-2.31764	3.700227	2.982718
906870	-4.409995	3.39879	0.618951	-2.026212	NA	0.399623	2.912899	-4.851714	0.539443	2.087671
906871	-3.628604	5.855618	1.847115	1.657893	1.042976	4.145636	4.620628	-3.238321	3.369912	3.407716
906872	-0.0167	4.666546	2.329336	3.457759	0.272822	3.781378	5.499739	-3.111858	4.154939	1.382052
906873	NA	NA	0.537213	NA	-0.882196	NA	NA	NA	NA	NA
906875	-3.266196	2.791772	2.111066	4.258175	1.647902	4.313966	5.118337	-0.056999	4.021254	3.020006
906877	-3.89463	5.645838	NA	0.640517	2.303709	2.671626	3.815597	-2.5334	2.455822	5.245776
906999	-2.959694	4.59166	2.21732	2.470119	NA	4.602151	4.781462	-1.949795	3.827751	2.374955
907000	-4.997052	3.905065	2.343699	0.43803	0.430143	4.004694	2.697587	-2.664053	1.517729	0.855572
907042	-4.847862	2.378293	1.622873	1.683666	0.654946	4.414096	3.670333	-4.124108	3.04044	2.675298
907043	-4.676639	2.438243	0.663378	2.638904	-3.519702	2.941064	2.08457	-4.475964	3.147372	0.010476
907044	-4.995086	2.278303	1.028847	2.652141	-0.714579	4.144539	3.74623	-3.214023	2.335447	3.498231
907050	1.063625	7.666173	4.426499	6.02208	2.314827	5.907173	6.953897	0.491095	6.89628	3.538204
907051	0.758196	6.478283	2.938099	3.939375	2.184358	5.052311	5.165047	1.522375	5.187482	5.09652
907053	-4.132766	3.22919	1.340562	2.970182	0.831215	3.317335	3.744738	-3.47497	3.891209	3.398321
907055	-1.7846	3.411768	1.703505	-1.718145	1.463351	3.67105	4.187121	-3.130027	0.36465	3.10242
907056	1.692486	5.868527	2.521315	2.169473	2.060783	3.299764	4.692936	-0.45071	2.916849	5.03399
907057	NA	NA	2.470674	NA	1.158308	NA	NA	NA	NA	NA
907058	-1.835925	4.778976	1.376063	2.069663	-2.931091	2.589793	4.343015	-1.551891	3.278243	-1.074027
907060	-3.017332	4.349048	NA	2.773171	1.401301	2.904811	4.822787	-3.808405	3.453741	4.041278
907061	-3.907213	3.326271	0.404034	1.360279	NA	4.168567	1.473826	-4.04934	2.565518	2.310594
907062	-3.195973	3.854215	2.130599	1.697964	0.475143	5.252133	2.552273	-1.637583	4.747631	3.458065
907064	-0.817971	6.835649	3.691317	5.966765	-0.704718	4.226185	5.377582	-2.119821	5.734974	2.467191
907065	-0.916833	5.850866	3.197631	1.607007	2.415268	4.359192	5.501782	0.273295	3.50226	4.853011
907066	2.60138	8.353894	3.854296	5.931318	1.699499	4.905562	4.324327	-0.994564	6.283934	4.581676
907067	-1.859199	5.489269	1.424334	2.029911	-3.802597	4.367939	4.127004	-3.144969	4.249808	-1.880034
907068	-3.520035	2.277381	2.294283	3.116861	-0.095529	4.721049	2.996677	1.634493	5.423458	2.871553
907069	-1.779282	3.094673	1.14669	2.147476	-1.432721	5.68825	2.700244	-1.794832	3.842228	1.0175
907071	1.764023	7.761291	5.5271	3.677859	1.875205	3.61487	5.770495	-0.539457	5.54169	3.83354
907072	-4.610425	3.782149	0.843888	-0.663141	0.820721	2.351282	4.443381	-4.355482	1.002722	4.149033
907073	-3.547167	3.216501	0.804721	2.150118	-0.101592	2.755607	1.690527	-3.662245	2.376841	1.228812
907169	-0.776289	5.850272	2.362013	4.883719	-0.712001	4.466958	4.486669	-1.172959	5.074117	2.11756
907170	-4.393695	1.373552	1.120684	2.821788	0.391447	3.130443	4.311479	-1.432347	3.938206	2.62072
907172	-2.312575	5.584529	2.960932	2.715634	-1.141115	4.747943	4.24345	-3.609266	4.650598	1.705808
907173	NA	NA	4.521009	NA	1.255056	NA	NA	NA	NA	NA
907268	-3.36021	3.679761	0.195164	1.071611	0.263781	2.937263	2.196203	-4.286573	3.999531	2.796041
907269	-4.935602	1.439771	NA	-0.948783	-0.413308	3.151493	2.254445	-4.927282	1.877252	1.994302
907270	-5.973858	0.954816	0.292771	0.819636	NA	2.960655	1.327919	-4.581464	1.691974	0.603298
907271	-0.198175	4.557748	2.76615	2.425833	-0.638951	4.958916	4.707856	-2.038158	4.365466	1.253983
907272	-1.79544	5.082016	0.673671	0.956312	0.271358	2.30787	3.307918	-3.459527	2.901176	3.196172
907273	-3.480534	0.032785	1.30232	2.480677	-0.507934	3.478913	4.499286	-3.180897	4.12575	2.898353
907274	-3.354039	4.077585	1.585821	0.695009	-0.08671	4.030878	3.721972	-2.845187	2.953367	2.568162
907275	-2.237873	4.321523	0.951456	-1.47757	-1.149812	2.698784	2.610533	-3.566226	1.535461	0.651854
907276	1.644029	2.701178	6.073375	4.761028	1.613584	4.741164	4.318108	0.879516	5.066644	1.164186
907277	-4.84747	2.845723	0.277439	0.560849	-0.140788	2.945778	3.943699	-3.444436	2.315102	2.984885
907278	-3.441868	5.813671	1.903706	3.435908	-0.143129	4.15405	3.935051	-1.580678	4.343366	2.883507
907279	1.152322	5.445978	3.39062	2.217838	-0.060451	4.856347	5.318147	-2.733463	3.064805	3.345524
907280	-2.633582	4.087891	1.317183	2.590916	-4.067535	2.609223	3.511126	-3.557515	3.900346	-1.021989
907281	-2.793419	4.147036	1.531193	1.506638	0.755322	0.704209	4.384464	-3.247184	2.306015	3.28855
907285	NA	NA	2.65722	NA	-0.744451	NA	NA	NA	NA	NA
907286	-3.378933	5.579467	3.209127	4.047587	1.103575	4.887321	4.180154	1.961698	4.274365	3.533441
907290	-1.873206	6.962384	NA	1.267754	1.338092	2.972992	5.302076	-0.76082	2.674227	1.55286
907295	-3.324535	6.983062	2.328692	3.628302	NA	2.8048	5.852547	3.90245	5.494635	3.208596
907298	-2.858603	3.07335	1.49067	1.992449	1.284281	3.717286	3.645583	-3.755276	2.484813	1.838442
907299	-3.444165	2.166501	1.811374	0.201592	0.064749	1.032794	3.780463	-4.410973	1.801042	1.705637
907300	-4.727499	4.112908	0.399982	-0.804848	-3.178513	0.368731	3.63246	-4.014564	0.909682	-0.119952
907311	NA	NA	1.04329	NA	-3.831959	NA	NA	NA	NA	NA
907312	-3.671613	2.551171	2.066205	4.669996	-2.714298	4.057383	4.506736	-3.883867	4.617477	-1.759169
907313	-0.966944	5.103971	NA	1.789022	-0.18542	3.516663	3.889229	-3.816899	3.272996	1.453589
907314	-3.712882	3.765484	2.273345	2.05376	NA	2.829401	5.398075	-1.759904	3.651125	2.927774
907317	-2.836104	3.246926	0.869637	0.706795	1.237616	3.795705	3.044529	-4.049175	2.180431	0.802808
907318	-1.458124	2.328231	1.011216	0.834773	1.464263	3.50794	1.925563	-3.048568	3.273369	2.328184
907319	-3.107823	3.313014	0.758276	1.145292	1.41232	5.23593	1.516007	-2.513281	2.554923	2.818468
907320	-1.093072	3.143091	-0.91488	0.129144	2.067415	5.668211	-0.581412	-2.91794	2.630633	2.549886
907321	-3.589482	NA	0.689289	NA	0.705638	NA	NA	NA	NA	NA
907322	-3.402329	4.166101	1.447388	3.840331	1.331938	3.218552	3.778455	-2.770867	4.480595	3.843015
907323	-4.949094	0.432329	1.627859	3.229762	0.700148	2.061031	3.885947	-2.425796	3.112795	2.653274
907783	-4.366763	3.000414	1.00939	2.848205	-2.290523	3.271565	2.900428	-4.044943	3.464769	-0.53347
907787	-4.801399	2.065703	1.066239	3.452295	-0.101457	2.616982	3.296393	-0.747461	4.184558	2.769728
907788	-3.534387	3.197288	1.029691	0.083411	1.886727	3.334974	4.809531	-2.557347	3.00245	4.024107
907789	NA	4.358074	0.349772	-0.06398	0.493114	3.069215	4.023101	-4.716702	2.46394	3.064765
907791	2.124949	NA	4.073172	NA	3.131462	NA	NA	NA	NA	NA
907796	-1.392159	7.178069	NA	3.040304	1.809613	3.363621	5.889784	-2.786154	3.125646	1.580138
908125	NA	6.238752	3.791848	4.508252	NA	4.675686	6.034746	-1.065601	5.512319	1.454761
908126	-3.499339	NA	1.558285	NA	-1.775	NA	NA	NA	NA	NA
908127	-2.734509	3.752667	NA	1.21185	2.163678	3.638172	4.734432	-3.417762	3.458505	3.255769
908128	-0.301909	6.59756	2.415605	2.593103	NA	6.188188	4.80777	0.964682	3.693883	1.829767
908129	-0.20899	5.673918	1.859743	-0.203438	2.247106	4.961874	3.870498	-1.220868	1.439024	3.766363
908130	-1.393899	7.633437	3.927774	3.567524	2.072498	5.242526	6.212417	-0.204397	5.452757	3.352872
908131	-3.082263	4.482201	2.177546	1.205617	2.198372	5.43946	4.2244	-2.612295	3.415811	3.620866
908132	-4.695121	3.162204	1.57339	2.896345	-0.14754	2.07097	4.532323	-1.740362	2.286375	2.93793
908136	-2.319071	3.557463	2.060299	2.498764	1.082273	2.613547	3.343443	-3.364717	4.467799	3.596147
908138	-0.870755	5.05581	1.203115	0.020635	1.862216	3.660564	2.212817	-0.615161	1.546768	3.103181
908139	1.186429	3.395521	2.032468	2.70581	0.451214	3.316663	3.675512	-1.614162	3.854157	0.955782
908141	-4.464037	1.874995	1.160294	-0.426157	-3.770416	1.220389	3.6454	-4.245529	1.916489	-1.159498
908142	-3.531439	3.679199	1.129511	-0.868937	-0.43641	3.911253	2.322164	-2.422096	1.625714	2.713346
908143	-3.258943	5.492377	1.954444	2.911572	2.686567	4.136953	5.552064	-2.207932	5.049257	4.159467
908144	-0.646514	7.558483	2.54582	2.573525	2.776883	5.423982	5.341446	-2.79774	3.524815	5.240286
908145	-4.02278	3.965699	1.626744	1.506703	0.463811	4.996741	4.820428	-3.841278	3.749972	2.034405
908146	-4.638019	4.843377	0.783697	3.706987	-1.727798	3.025397	3.273072	-2.334518	4.149972	1.203649
908147	-5.406316	1.928842	0.747676	0.801147	-0.221097	3.084786	3.844022	-3.781827	2.610693	2.566751
908148	NA	0.328101	0.259119	-1.151014	-0.37745	2.764836	3.394316	-4.951109	2.959577	1.315327
908149	-2.907553	NA	1.515064	NA	1.674649	NA	NA	NA	NA	NA
908150	-1.778965	6.441069	NA	2.850244	1.801254	3.685395	4.030534	-1.887615	4.157541	2.6071
908152	-3.018823	6.165063	4.485798	2.752565	NA	3.587608	3.212084	-2.28913	5.250293	1.942993
908156	-5.446414	-0.802199	-0.098809	1.194986	-2.579347	2.554842	1.861519	-5.511414	1.898271	-0.590768
908158	-4.962984	2.257868	1.042834	-1.741351	-0.407403	2.791208	3.264285	-4.030221	0.991915	1.843479
908159	-5.064652	2.894876	0.768524	-1.222629	-0.023222	2.543878	3.026496	-4.164359	1.658831	2.74222
908440	-4.989476	1.682905	0.382829	-0.482758	-4.362206	0.850415	0.886865	-4.157458	0.621705	-3.001829
908441	-0.939678	6.028674	1.774534	0.437774	0.98417	3.814288	4.952963	-2.54775	1.984434	3.57306
908443	-0.815051	4.239161	2.218352	2.126606	2.918948	5.791637	6.012512	-0.420437	4.238495	3.64205
908444	-2.994779	4.465062	1.704433	3.163927	0.791711	4.001315	5.093437	-2.867708	4.496832	3.060531
908445	-4.842051	1.977718	3.198008	2.643005	-1.547597	4.346394	5.656258	-3.105582	3.900565	0.963013
908446	-3.358669	2.6644	0.919911	2.642942	0.962091	1.86975	4.026254	-1.79701	3.027239	2.374741
908447	-4.2433	4.006259	2.372535	1.751004	-0.388036	2.028313	5.452301	-2.542874	3.215509	1.85199
908448	-4.486932	1.649827	0.896483	1.542425	-1.34576	2.521874	4.536028	-3.917183	4.040806	0.437584
908451	-3.832515	1.561235	1.243665	0.745135	-3.51653	2.752544	3.885753	-3.331403	1.993917	-0.619177
908454	-3.995591	2.800577	1.73827	1.84404	2.125811	3.134565	3.633754	-3.81608	2.04794	3.010452
908455	-3.946609	4.273837	-0.185471	1.344505	0.187176	4.641873	1.160105	-2.664953	3.399448	2.473173
908459	0.490403	4.425098	2.39043	1.316045	1.201563	3.817397	4.499055	-0.201481	2.359868	3.370913
908460	-0.491825	7.83539	3.076726	3.907614	2.677212	5.89444	7.151933	4.453593	6.984405	4.880672
908461	-0.832855	4.777286	-5.065411	-1.06429	1.198039	4.650502	-1.404859	-4.127794	0.366502	0.523414
908462	-0.962559	4.802423	1.156268	3.370175	1.353342	4.410304	3.631027	-3.547102	3.553888	4.609659
908463	-1.238479	8.443969	3.865986	3.285509	3.05671	4.93802	4.810724	2.453642	5.257272	5.676609
908465	-0.826978	4.300203	0.020223	1.314291	-0.994719	2.996544	1.15284	-1.389888	3.315365	1.049243
908467	NA	6.397086	1.735392	3.140697	0.414575	4.221398	4.441249	-2.858625	4.894044	3.218681
908470	-0.413604	NA	1.948311	NA	2.465022	NA	NA	NA	NA	NA
908471	-2.08122	5.224635	NA	3.930559	-0.723564	3.00162	4.880331	-1.129734	4.612528	1.667213
908472	1.769308	7.428605	2.318984	6.008428	NA	3.203914	3.961515	2.07466	5.758145	3.117397
908473	-1.869024	4.88671	-0.520139	0.883114	-1.533001	2.799138	0.094817	-0.916836	2.695887	0.924798
908474	-3.040055	5.051646	0.61793	0.614863	2.035473	4.625876	2.776229	-3.779496	2.095278	3.53489
908475	-0.642305	5.261307	1.460188	1.686358	1.515061	2.779388	3.611218	-3.945223	2.407872	1.305238
908476	-1.619025	2.086758	1.305347	1.660347	-0.879163	3.033226	5.687435	-2.582327	3.357783	0.686338
908483	-2.246462	3.959594	0.585386	2.031265	1.094305	2.671327	4.45233	-1.438084	2.908249	3.402701
909248	-1.696048	3.756716	2.244037	5.091152	-1.898243	4.51125	5.696503	-1.566867	5.219769	-0.993652
909249	NA	3.625188	2.02698	0.324051	-0.427331	1.443734	3.986974	-3.452069	2.392822	1.846509
909250	-0.447455	NA	2.927339	NA	1.448398	NA	NA	NA	NA	NA
909251	-5.035286	4.008347	NA	1.624779	-0.345502	2.92078	3.062903	-4.417958	2.324922	1.838486
909252	-4.307305	3.19545	1.090562	0.823396	NA	3.332177	3.124712	-2.115048	1.852318	3.418649
909253	-3.798669	4.429238	0.77883	0.641971	-1.045981	3.709006	4.986165	-3.353486	2.995446	1.77702
909255	-3.836096	3.334211	1.358834	0.214755	0.228971	2.280617	2.861879	-4.564248	1.944066	1.847219
909257	-4.030601	3.188337	0.37549	0.606248	0.736816	4.985924	3.174699	-1.843625	3.233366	2.656784
909260	-4.327046	4.984616	1.066921	0.930709	1.477109	3.664148	3.535655	-3.956623	2.455832	2.536465
909262	-4.687502	3.764003	1.200606	3.722885	-0.090783	3.39161	3.805676	-4.564941	4.25014	3.150894
909264	-0.660889	5.492903	2.126293	0.542573	-0.4151	2.637138	5.293195	-2.820592	2.610544	1.61553
909696	-4.267182	4.32346	1.369246	0.387296	0.712287	2.177844	3.866523	-2.613103	2.205425	3.321715
909697	-4.302873	3.567087	2.013882	2.024547	0.495923	4.153898	4.064338	-3.615818	3.321051	2.606845
909699	-0.141942	7.735376	0.398242	2.433387	-0.151765	7.014908	0.856751	1.9032	3.854923	3.248147
909701	-4.938467	1.028227	0.431386	-0.801795	-0.789128	3.266276	1.803218	-4.137061	1.690747	1.938795
909702	-5.308849	2.998949	0.533516	-1.332457	0.878048	2.245371	2.95759	-4.006715	1.399807	1.372307
909703	NA	2.635983	1.20175	1.277761	1.083896	1.962152	4.498856	-1.62842	2.167214	4.021662
909704	-0.859388	NA	2.310117	NA	-0.788902	NA	NA	NA	NA	NA
909707	-2.897408	5.085223	NA	0.716752	2.188756	2.152923	4.713184	-2.425488	2.589677	4.632855
909708	-4.799467	3.157679	0.292192	1.053069	NA	2.771197	2.124008	-3.859971	2.464654	-0.540997
909709	-0.594718	4.583787	-0.359953	0.922024	-1.151639	3.058283	0.744362	-3.426834	2.400347	1.389061
909713	-2.065461	4.431656	2.456232	4.923243	-4.167648	5.183865	5.388227	-2.004992	4.996382	-1.804711
909716	-1.662694	4.878522	1.397747	-0.282393	0.987479	1.344637	3.747492	-2.112288	2.212973	3.900687
909717	-2.781912	3.950082	1.58375	1.597924	-0.36284	3.993005	4.943953	-3.191229	3.206607	1.949779
909719	-2.06362	4.87374	2.894206	5.030686	0.599542	4.690507	5.162956	-1.645452	5.026677	3.194675
909720	-3.815215	4.502127	2.672322	1.957941	1.198868	4.4455	4.863186	-3.715285	4.915885	1.780285
909721	-3.25748	6.746886	4.613885	4.304006	-0.848827	5.198667	5.175959	-0.443021	5.461728	2.293049
909722	NA	1.489258	1.005641	1.295768	-4.454066	1.637359	3.789438	-4.132629	3.424896	-1.877406
909723	-1.360977	NA	3.514134	NA	-3.29331	NA	NA	NA	NA	NA
909725	-2.96794	5.835807	NA	2.616174	-1.370734	5.692144	5.393748	-3.720776	4.844055	1.813172
909728	-2.863123	7.038605	0.680979	2.433284	NA	5.139241	2.456895	-2.860625	4.96873	2.169388
909729	-0.967639	7.040748	2.228827	1.93805	2.526293	3.515661	5.550385	-3.923188	2.542459	3.824996
909731	-4.720396	3.253336	2.22421	1.480252	0.247931	2.104598	4.145788	-2.941807	3.3796	3.476368
909732	-3.332248	4.381907	2.169003	2.145442	1.219791	4.535619	5.097835	-3.251204	3.365732	3.884787
909735	-1.811575	4.52286	1.400795	1.647121	1.156356	4.462921	2.467284	-2.193668	3.349999	2.733942
909736	1.729927	5.89296	2.247265	1.667577	0.017378	1.943315	5.854539	1.261331	2.505157	1.60237
909737	-1.914554	4.136605	1.990983	2.311436	1.540247	4.166627	4.46703	-3.674211	3.011492	2.752712
909738	0.600121	5.664506	2.016491	3.32228	0.971081	4.006844	3.189554	-1.211544	4.501947	4.396776
909743	-4.73357	3.740041	1.337196	1.114474	1.458966	3.736072	3.519093	-3.111911	1.912983	3.743605
909744	-4.543639	5.42397	-1.796016	2.335943	-0.828396	2.247368	-0.61612	-3.835559	2.701255	1.362936
909745	-1.5951	5.332841	2.754949	1.577951	2.371263	5.118182	3.558349	-2.952823	4.488974	4.868001
909746	-0.260577	6.256017	1.773785	3.919992	-1.208448	4.688589	2.058512	-0.749099	4.2487	1.616718
909749	-0.540361	5.602832	2.43623	2.987288	0.459969	4.105501	3.91304	-1.771317	4.5455	2.606179
909750	-3.945857	4.622061	2.082771	0.942066	1.429344	4.086027	3.896322	-4.977015	3.735829	3.640417
909753	-0.608	4.974312	3.248505	3.723829	-1.409052	4.542583	5.752084	0.161672	4.56899	0.365452
909754	1.948338	6.958466	3.537375	2.111047	2.732336	6.282055	6.499569	-1.933253	5.030441	3.621523
909756	NA	3.899463	3.429629	2.440638	1.267175	3.975101	3.792939	-2.48347	3.766647	3.732995
909759	-4.013152	NA	1.941344	NA	-0.610535	NA	NA	NA	NA	NA
909769	-1.001839	7.076529	NA	2.445568	1.501377	5.436244	2.24548	0.888799	5.029412	3.879774
909770	-2.441686	3.387617	1.471646	2.21314	NA	3.568912	5.135408	-0.889569	2.926212	0.314582
909773	-3.466118	1.847808	2.200839	0.093116	0.24332	2.514782	3.981973	-2.800524	3.265633	2.805967
909774	-3.611969	5.633963	2.616018	3.472839	-0.964976	6.064601	6.574551	-1.594737	5.289276	1.81988
909776	NA	5.058732	3.158106	3.769529	3.070272	3.722403	5.451071	-3.01441	4.253171	1.503941
909777	-3.222282	NA	0.814469	NA	0.490663	NA	NA	NA	NA	NA
909779	0.673478	6.949078	NA	5.474187	2.391411	4.302895	4.491069	3.313237	5.622143	4.530965
909780	-4.608755	3.559024	3.042369	2.652692	NA	4.359303	5.027341	-3.41879	4.980976	1.748565
909781	1.579135	7.666175	5.160946	6.496064	3.61735	6.843659	6.06214	3.462532	7.325546	5.65635
909784	-2.062184	5.549361	2.86439	1.725744	-1.194629	6.351023	5.822924	-3.045864	3.351626	1.51448
909785	-4.556851	1.485704	-0.199724	-3.719256	-0.012845	2.508675	1.405539	-4.61335	1.081946	2.861213
909904	-1.756217	5.638735	2.535585	2.528939	2.613167	3.960661	3.791876	-0.652621	3.073484	3.700658
909905	-1.462977	4.88243	2.042245	0.323799	1.972454	4.836929	3.819494	-3.876623	2.190903	3.038656
909974	-0.795513	7.661224	1.714746	3.497799	0.103292	4.141798	2.613769	4.024303	5.273597	3.388303
909975	NA	7.68458	3.520301	4.244104	2.915345	5.476068	4.848871	0.422166	5.43143	3.945647
909976	-3.229047	NA	1.735724	NA	1.004763	NA	NA	NA	NA	NA
909977	-1.221927	4.663296	NA	2.274263	2.918718	4.903703	5.127104	1.477945	4.8642	5.726283
910079	0.467733	2.856666	-3.377473	0.587146	NA	4.942139	0.057542	-3.05859	2.786776	3.387063
910401	-2.313078	4.691371	0.922963	3.098257	-0.519441	3.779276	3.673926	-3.113804	3.256764	3.133553
910544	-4.218859	2.021339	1.2848	-0.017011	-0.317755	3.246709	2.893736	-4.019966	2.209329	2.417499
910546	-3.132673	1.858421	2.324686	3.240594	-1.776775	3.252638	5.154793	-3.064673	4.529401	-0.886522
910548	-2.945254	6.977839	3.369982	1.719737	2.214766	4.583964	5.048726	-0.535426	2.790667	5.033282
910549	-3.361522	2.924891	0.185194	1.459031	0.29117	3.768596	2.348233	-2.431893	2.262813	0.842451
910568	-2.589776	5.012347	2.778306	2.878975	2.040133	5.278752	4.753063	-2.221121	5.038611	2.893908
910687	-4.589586	0.07437	1.562766	0.11485	0.535823	1.436276	3.844038	-3.183494	1.107216	3.311267
910688	-5.125983	2.400252	1.198387	0.977403	-0.963965	3.20069	3.088447	-4.117271	2.491046	2.284926
910691	-0.72598	5.591856	1.803907	1.206433	2.119365	4.206057	5.436945	-1.540108	2.563861	4.339778
910692	NA	4.985034	2.65271	2.560828	0.017762	1.828689	4.909258	-2.561187	3.355468	2.82857
910694	1.22754	NA	4.701216	NA	2.690183	NA	NA	NA	NA	NA
910695	NA	6.869563	NA	-0.25643	1.12382	2.178297	1.188453	0.92892	1.648267	2.719631
910698	NA	NA	1.143341	NA	NA	NA	NA	NA	NA	NA
910702	2.456639	NA	NA	NA	-0.509155	NA	NA	NA	NA	NA
910703	-2.396688	4.690034	NA	2.154553	NA	3.349732	3.106121	-2.146883	4.098994	3.719568
910705	-5.232356	2.154868	0.87739	1.459008	NA	2.495446	3.366485	-2.731503	2.642531	2.688923
910706	-4.741333	4.319236	1.00905	2.870373	-0.267133	2.931334	3.3125	-3.874568	2.409205	2.76781
