"Predicted_Response"
"905935"	"X1"
"949163"	"X0"
"908467"	"X0"
"909721"	"X0"
"924187"	"X0"
"688023"	"X0"
"688087"	"X0"
"908129"	"X0"
"1240137"	"X0"
"906801"	"X1"
"909749"	"X0"
"1240145"	"X1"
"687787"	"X0"
"910926"	"X1"
"907047"	"X1"
"1503361"	"X0"
"909716"	"X0"
"1295740"	"X0"
"907058"	"X0"
"753612"	"X0"
"906833"	"X0"
"909776"	"X0"
"907273"	"X0"
"907269"	"X1"
"907051"	"X0"
"907170"	"X0"
"924104"	"X0"
"1240219"	"X1"
"910691"	"X0"
"907272"	"X0"
"906864"	"X0"
"724879"	"X1"
"1303897"	"X0"
"753592"	"X0"
"946360"	"X1"
"925343"	"X0"
"905971"	"X1"
"905977"	"X0"
"905970"	"X1"
"1298358"	"X1"
"909251"	"X0"
"1298533"	"X1"
"908465"	"X1"
"910687"	"X0"
"905961"	"X1"
"907286"	"X1"
"1330995"	"X0"
"1240144"	"X1"
"946357"	"X1"
"907060"	"X0"
"924241"	"X0"
"1327774"	"X0"
"905941"	"X0"
"998184"	"X0"
"905936"	"X1"
"753569"	"X1"
"909750"	"X0"
"1503367"	"X1"
"924106"	"X0"
"905955"	"X0"
"949093"	"X1"
"1240216"	"X0"
"908446"	"X1"
"753600"	"X1"
"905976"	"X0"
"724872"	"X0"
"688006"	"X0"
"1298151"	"X1"
"1330985"	"X0"
"1660036"	"X1"
"1240132"	"X0"
"907794"	"X1"
"1240131"	"X0"
"908476"	"X1"
"909779"	"X0"
"1299064"	"X1"
"924239"	"X0"
"1503363"	"X0"
"910942"	"X0"
"1331037"	"X1"
"909719"	"X0"
"908454"	"X0"
"905934"	"X1"
"1298169"	"X1"
"1660034"	"X1"
"1331039"	"X0"
"910947"	"X0"
"906794"	"X1"
"1659818"	"X0"
"909697"	"X0"
"687800"	"X1"
"749711"	"X1"
"1240197"	"X1"
"907295"	"X1"
"1330987"	"X0"
"1480362"	"X1"
"1331048"	"X1"
"908483"	"X0"
"1299078"	"X0"
"1298146"	"X1"
"749714"	"X1"
"909974"	"X1"
"906877"	"X0"
"1297449"	"X1"
"1331049"	"X0"
"688021"	"X0"
"909249"	"X0"
"910919"	"X0"
"905942"	"X0"
"753554"	"X1"
"908461"	"X1"
"907300"	"X0"
"1240189"	"X0"
"949179"	"X0"
"908145"	"X0"
"908122"	"X1"
"910907"	"X1"
"1331036"	"X0"
"924110"	"X0"
"909252"	"X0"
"909698"	"X0"
"1240153"	"X0"
"909257"	"X1"
"753565"	"X0"
"910695"	"X1"
"910911"	"X1"
"910568"	"X0"
"906855"	"X0"
"905958"	"X0"
"1240123"	"X1"
"724825"	"X0"
"688086"	"X0"
"1659928"	"X1"
"905933"	"X1"
"909746"	"X1"
"1240128"	"X0"
"1290807"	"X0"
"1290724"	"X0"
"906795"	"X0"
"910943"	"X0"
"907322"	"X1"
"906853"	"X1"
"1240155"	"X1"
"905973"	"X0"
"1330935"	"X0"
"1327775"	"X0"
"909717"	"X0"
"907279"	"X0"
"906804"	"X0"
"687514"	"X1"
"906827"	"X0"
"930083"	"X0"
"909722"	"X0"
"907795"	"X1"
"909975"	"X1"
"906805"	"X1"
"749716"	"X1"
"908144"	"X0"
"909774"	"X0"
"910948"	"X1"
"946370"	"X0"
"906693"	"X1"
"907000"	"X0"
"687819"	"X1"
"905945"	"X1"
"909977"	"X0"
"1327766"	"X0"
"910941"	"X0"
"749709"	"X1"
"909736"	"X0"
"687588"	"X0"
"907789"	"X0"
"906842"	"X1"
"908139"	"X1"
"909699"	"X1"
"753556"	"X1"
"905990"	"X1"
"724838"	"X0"
"1330972"	"X0"
"1298365"	"X1"
"1290922"	"X1"
"909744"	"X0"
"946368"	"X0"
"1327769"	"X1"
"1330931"	"X0"
"910710"	"X0"
"907281"	"X0"
"908455"	"X1"
"909701"	"X1"
"907072"	"X0"
"910692"	"X0"
"1503368"	"X1"
"1298218"	"X1"
"909784"	"X0"
"909753"	"X1"
"1240162"	"X1"
"925341"	"X0"
"1240192"	"X0"
"930299"	"X0"
"688010"	"X0"
"909737"	"X0"
"924107"	"X1"
"910401"	"X0"
"909748"	"X1"
"1298219"	"X1"
"905983"	"X0"
"906808"	"X0"
"907792"	"X1"
"1330941"	"X1"
"905947"	"X0"
"909743"	"X0"
"909253"	"X0"
"949094"	"X0"
"910852"	"X1"
"905969"	"X1"
"910850"	"X1"
"713899"	"X0"
"724859"	"X0"
"1290813"	"X1"
"925345"	"X0"
"1240157"	"X1"
"905940"	"X0"
"905956"	"X0"
"908141"	"X0"
"907275"	"X0"
"906838"	"X0"
"1240184"	"X0"
"946356"	"X1"
"717431"	"X0"
"1290769"	"X1"
"1299081"	"X0"
"1290806"	"X0"
"909738"	"X0"
"907048"	"X1"
"910935"	"X0"
"908159"	"X0"
"753616"	"X0"
"1290455"	"X0"
"909735"	"X1"
"1290810"	"X0"
"1240210"	"X0"
"910704"	"X1"
"688031"	"X0"
"753585"	"X1"
"688013"	"X0"
"908443"	"X0"
"905984"	"X0"
"687586"	"X0"
"907278"	"X0"
"905951"	"X0"
"949156"	"X0"
"1298539"	"X0"
"909262"	"X1"
"687600"	"X0"
"909780"	"X1"
"1330973"	"X1"
"906861"	"X1"
"905937"	"X1"
"910936"	"X1"
"908460"	"X1"
"949174"	"X0"
"687821"	"X0"
"907065"	"X1"
"910922"	"X1"
"908125"	"X0"
"906824"	"X1"
"909740"	"X1"
"1299070"	"X0"
"924105"	"X1"
"905944"	"X0"
"924108"	"X1"
"907291"	"X1"
"908473"	"X1"
"753583"	"X0"
"753555"	"X1"
"906763"	"X0"
"908475"	"X0"
"1240142"	"X1"
"909785"	"X0"
"906869"	"X1"
"909707"	"X0"
"1331038"	"X0"
"687995"	"X0"
"925348"	"X1"
"907045"	"X1"
"924240"	"X1"
"1330993"	"X0"
"722046"	"X1"
"905967"	"X1"
"688027"	"X0"
"910933"	"X0"
"908444"	"X1"
"1240135"	"X0"
"907298"	"X0"
"905972"	"X0"
"1240222"	"X1"
"1330942"	"X0"
"753621"	"X1"
"908158"	"X0"
"907787"	"X0"
"908148"	"X0"
"949160"	"X0"
"909708"	"X1"
"1240201"	"X1"
"1298136"	"X1"
"907320"	"X1"
"949172"	"X0"
"905989"	"X1"
"908128"	"X0"
"1240226"	"X0"
"1660035"	"X1"
"905979"	"X0"
"1524416"	"X1"
"1290765"	"X0"
"1298350"	"X1"
"907788"	"X1"
"908143"	"X0"
"753576"	"X1"
"1298537"	"X1"
"906862"	"X1"
"688058"	"X0"
"909778"	"X1"
"949158"	"X0"
"753547"	"X0"
"1299062"	"X1"
"949161"	"X0"
"907796"	"X1"
"909263"	"X1"
"753584"	"X0"
"1298222"	"X1"
"910934"	"X0"
"910924"	"X1"
"905974"	"X0"
"924238"	"X0"
"909260"	"X0"
"907790"	"X1"
"1240160"	"X0"
"910921"	"X0"
"753586"	"X0"
"749715"	"X1"
"909747"	"X1"
"1290771"	"X1"
"688014"	"X0"
"687815"	"X1"
"906792"	"X0"
"905960"	"X0"
"908147"	"X0"
"1240174"	"X1"
"1290905"	"X1"
"1298226"	"X1"
"906868"	"X0"
"910853"	"X1"
"906834"	"X0"
"910079"	"X1"
"906836"	"X0"
"908459"	"X1"
"1298475"	"X1"
"907053"	"X0"
"908445"	"X1"
"683667"	"X0"
"906837"	"X1"
"687562"	"X0"
"907050"	"X0"
"908146"	"X0"
"910932"	"X0"
"998189"	"X1"
"1298141"	"X1"
"949167"	"X0"
"910703"	"X0"
"910916"	"X1"
"753608"	"X1"
"753607"	"X0"
"684072"	"X0"
"1298538"	"X1"
"910906"	"X0"
"713869"	"X0"
"1298348"	"X1"
"905949"	"X1"
"1240179"	"X1"
"687829"	"X0"
"930082"	"X1"
"1240183"	"X1"
"909731"	"X0"
"687802"	"X1"
"910544"	"X0"
"1240223"	"X0"
"753575"	"X1"
"905965"	"X0"
"906812"	"X1"
"1330933"	"X1"
"1298359"	"X1"
"1240217"	"X0"
"1479988"	"X0"
"907314"	"X0"
"905938"	"X0"
"910554"	"X1"
"910781"	"X0"
"908458"	"X0"
"687985"	"X0"
"924250"	"X1"
"946361"	"X1"
"1240221"	"X0"
"1240185"	"X1"
"910706"	"X0"
"905948"	"X0"
"1298534"	"X0"
"949155"	"X0"
"910780"	"X0"
"1240186"	"X0"
"946353"	"X1"
"906791"	"X1"
"909729"	"X0"
"906851"	"X1"
"924111"	"X1"
"907169"	"X0"
"908130"	"X0"
"924244"	"X1"
"1240200"	"X1"
"946355"	"X1"
"906821"	"X1"
"1240172"	"X0"
"724828"	"X0"
"905946"	"X1"
"906790"	"X1"
"1298168"	"X0"
"684052"	"X0"
"907317"	"X1"
"909702"	"X0"
"683665"	"X0"
"909713"	"X0"
"1298352"	"X1"
"906844"	"X0"
"905939"	"X1"
"753539"	"X0"
"908127"	"X0"
"905978"	"X0"
"910849"	"X0"
"906872"	"X0"
"724831"	"X0"
"909725"	"X0"
"909905"	"X0"
"687448"	"X0"
"1240140"	"X1"
"907064"	"X0"
"949168"	"X0"
"909757"	"X1"
"753589"	"X0"
"753532"	"X0"
"1299080"	"X0"
"687568"	"X0"
"1240147"	"X1"
"907280"	"X0"
"1298349"	"X0"
"907066"	"X1"
"1480364"	"X1"
"1290730"	"X1"
"906875"	"X0"
"909769"	"X1"
"906846"	"X0"
"1331045"	"X0"
"1290795"	"X0"
"907290"	"X0"
"905980"	"X1"
"907270"	"X0"
"909718"	"X1"
"724868"	"X0"
"1303900"	"X1"
"908136"	"X0"
"906870"	"X0"
"907289"	"X1"
"949164"	"X0"
"1240190"	"X1"
"907313"	"X0"
"907276"	"X1"
"909256"	"X1"
"1298223"	"X1"
"753614"	"X1"
"749713"	"X1"
"1247871"	"X0"
"688011"	"X0"
"687983"	"X0"
"1480371"	"X0"
"1330983"	"X0"
"724878"	"X0"
"909761"	"X1"
"1240121"	"X1"
"907319"	"X1"
"908151"	"X1"
"724873"	"X1"
"905962"	"X1"
"1240167"	"X1"
"724870"	"X0"
"1298476"	"X1"
"713880"	"X0"
"906800"	"X0"
"906817"	"X1"
"1240154"	"X0"
"906843"	"X1"
"910903"	"X0"
"906839"	"X0"
"1240215"	"X0"
"907055"	"X0"
"724869"	"X1"
"1240158"	"X0"
"905959"	"X1"
"1330964"	"X0"
"949178"	"X0"
"971773"	"X0"
"907043"	"X1"
"908138"	"X1"
"753572"	"X0"
"924186"	"X0"
"910784"	"X0"
"909264"	"X0"
"724839"	"X0"
"909751"	"X1"
"906856"	"X1"
"906999"	"X0"
"910905"	"X1"
"907046"	"X1"
"911905"	"X1"
"687812"	"X1"
"687798"	"X1"
"909696"	"X0"
"907042"	"X0"
"1240129"	"X0"
"1240124"	"X1"
"687563"	"X0"
"909728"	"X1"
"1240138"	"X0"
"687816"	"X0"
"1327771"	"X0"
"908142"	"X1"
"753615"	"X0"
"908441"	"X0"
"753561"	"X1"
"909248"	"X0"
"906793"	"X0"
"1298216"	"X0"
"908463"	"X1"
"906849"	"X0"
"906818"	"X0"
