Camptothecin	5-Fluorouracil	Afatinib	Taselisib	PD0325901	Linsitinib	Sapitinib	Luminespib	Alpelisib	SCH772984
925345	NA	0	0	0	0	1	0	0	0	0
925346	NA	NA	0	NA	0	NA	NA	NA	NA	0
925347	0	NA	NA	NA	0	NA	NA	NA	NA	NA
925348	0	0	NA	0	NA	0	0	0	0	NA
930082	0	0	0	0	NA	0	0	0	0	0
930083	NA	0	0	0	0	0	0	0	0	0
930297	0	NA	0	NA	0	NA	NA	NA	NA	0
930298	0	0	NA	0	0	0	1	0	0	NA
930299	0	0	0	0	NA	0	0	0	0	0
946353	0	0	0	0	0	0	0	0	0	0
946355	0	0	1	1	0	0	1	0	0	0
946356	0	0	1	0	0	0	1	0	0	0
946357	0	0	0	0	0	0	0	0	0	0
946358	0	1	0	0	0	0	0	0	0	0
946360	0	0	0	0	0	0	0	0	0	0
946361	0	0	0	0	0	0	0	0	0	0
946368	0	0	0	0	0	0	0	0	0	0
946370	0	0	0	0	0	0	0	0	0	0
949090	0	0	0	0	0	0	0	0	0	1
949094	0	0	0	0	0	0	0	0	0	0
949153	1	0	0	1	0	0	0	0	1	0
949155	1	0	0	0	0	1	0	0	0	0
949156	NA	0	0	0	0	0	0	0	0	0
949157	0	NA	0	NA	0	NA	NA	NA	NA	0
949158	0	1	NA	1	0	1	0	0	1	NA
949160	0	0	0	1	NA	1	0	0	1	0
949161	1	0	0	0	0	1	0	0	1	0
949163	0	0	0	0	0	1	0	0	0	0
949164	0	0	0	0	0	1	0	0	0	0
949165	NA	0	0	0	0	1	0	0	0	0
949166	0	NA	0	NA	0	NA	NA	NA	NA	0
949167	1	0	NA	0	0	1	0	0	0	NA
949168	NA	0	0	0	NA	0	0	0	0	0
949171	0	NA	0	NA	0	NA	NA	NA	NA	0
949172	0	0	NA	1	0	1	0	0	1	NA
949174	NA	0	0	0	NA	0	0	0	0	0
949177	0	NA	0	NA	0	NA	NA	NA	NA	0
949178	0	0	NA	0	0	0	0	0	0	NA
949179	0	0	0	0	NA	0	0	0	0	0
971773	0	0	0	0	0	1	0	0	0	0
998184	0	0	0	0	0	0	0	0	0	0
1240121	0	0	0	1	0	0	0	0	0	0
1240122	0	0	0	0	0	0	0	0	0	0
1240127	0	0	0	0	0	0	0	0	0	0
1240128	0	0	0	0	0	0	0	0	0	0
1240129	0	0	0	0	0	0	0	0	0	0
1240130	0	0	0	0	1	0	0	0	0	1
1240131	0	0	0	0	0	0	0	0	0	0
1240132	0	0	0	0	0	0	0	0	0	0
1240134	0	0	0	0	0	0	0	0	0	0
1240135	NA	0	0	0	0	0	0	0	0	0
1240136	0	NA	0	NA	0	NA	NA	NA	NA	0
1240137	0	0	NA	0	0	0	0	0	0	NA
1240138	0	0	0	0	NA	0	0	0	0	0
1240140	NA	0	1	1	1	0	1	0	1	1
1240141	0	NA	0	NA	0	NA	NA	NA	NA	0
1240142	NA	0	NA	0	0	1	1	0	0	NA
1240143	0	NA	0	NA	NA	NA	NA	NA	NA	0
1240144	0	0	NA	0	0	0	1	0	0	NA
1240145	0	0	0	0	NA	0	0	0	0	1
1240146	0	0	1	0	0	0	NA	0	0	0
1240147	NA	0	0	0	1	0	0	0	0	1
1240149	0	NA	0	NA	0	NA	0	NA	NA	0
1240151	0	0	NA	0	0	0	NA	0	0	NA
1240153	0	0	0	0	NA	0	0	0	0	1
1240154	0	0	0	0	1	0	0	0	0	1
1240155	0	0	0	0	0	0	0	0	0	0
1240157	0	0	0	0	0	0	0	0	0	0
1240158	0	0	0	0	0	0	0	0	0	0
1240159	0	0	0	0	0	0	0	0	0	0
1240160	NA	0	0	0	0	0	0	0	0	0
1240162	0	NA	1	NA	0	NA	1	NA	NA	0
1240166	NA	0	NA	0	0	0	NA	0	0	NA
1240167	0	NA	0	NA	NA	NA	1	NA	NA	0
1240168	0	0	NA	0	0	0	NA	0	0	NA
1240169	0	0	0	0	NA	0	0	0	0	0
1240170	0	NA	0	NA	0	NA	NA	NA	NA	NA
1240174	0	0	0	0	0	0	0	0	0	0
1240179	0	0	0	0	0	0	0	0	0	0
1240181	0	0	0	1	1	1	1	0	0	1
1240183	0	0	0	0	0	0	1	0	0	0
1240184	0	0	0	0	0	0	0	0	0	0
1240185	0	0	0	0	0	0	0	0	0	0
1240186	0	0	0	0	0	0	0	0	0	0
1240187	0	0	0	0	0	0	0	0	0	0
1240189	0	0	0	0	0	1	0	0	0	0
1240190	0	0	0	0	0	0	0	0	0	1
1240192	0	0	0	0	0	0	0	0	0	0
1240193	NA	0	0	0	0	1	0	0	0	0
1240196	0	0	0	0	0	0	0	0	0	0
1240197	0	NA	NA	NA	1	NA	0	NA	NA	1
1240198	0	0	0	0	NA	0	NA	0	0	NA
1240199	NA	0	0	0	0	0	0	0	0	0
1240200	0	0	1	0	0	0	1	0	0	0
1240201	NA	NA	NA	NA	0	NA	0	NA	NA	0
1240202	0	0	1	0	NA	0	NA	0	0	NA
1240208	0	NA	NA	NA	0	NA	0	NA	NA	1
1240209	0	0	0	0	NA	1	NA	0	0	NA
1240210	0	0	0	1	0	1	0	0	1	0
1240212	0	0	0	0	0	0	0	0	0	0
1240215	0	0	0	0	0	0	0	0	0	0
1240216	0	0	0	0	0	0	0	0	0	0
1240217	0	0	0	0	0	0	0	0	0	0
1240218	0	0	0	0	0	0	0	0	0	0
1240219	0	0	0	0	0	0	0	0	0	0
1240221	0	0	0	0	0	1	0	0	0	0
1240222	0	0	0	0	0	0	0	0	0	0
1240223	0	0	0	0	0	0	0	0	0	0
1240226	0	0	0	0	1	0	0	0	0	1
1247871	1	1	0	0	0	0	0	0	0	0
1247873	0	0	1	0	0	0	1	0	0	0
1290455	0	1	0	1	1	0	0	0	0	1
1290722	0	0	0	0	0	0	0	0	0	0
1290724	0	0	0	0	0	0	0	0	0	0
1290730	NA	0	0	1	0	0	1	0	1	0
1290765	0	0	0	0	0	0	0	0	0	0
1290795	0	NA	NA	NA	0	NA	0	NA	NA	0
1290797	0	0	0	0	NA	0	NA	0	0	NA
1290806	0	0	0	0	0	0	0	0	1	0
1290807	0	0	0	0	0	0	0	0	0	0
1290808	0	0	0	0	0	0	0	0	0	0
1290809	0	0	0	0	0	0	0	0	0	0
1290810	0	0	0	0	0	0	0	0	0	0
1290812	NA	0	0	0	0	0	0	0	0	0
1290813	0	1	0	0	0	0	0	0	0	1
1290814	0	NA	NA	NA	0	NA	0	NA	NA	0
1290908	0	0	0	0	NA	0	NA	0	0	NA
1295740	0	0	0	0	0	0	0	0	0	0
1295741	0	1	0	0	0	1	0	1	1	0
1297439	0	NA	0	NA	0	NA	NA	NA	NA	NA
1297446	0	0	0	0	0	0	0	0	0	0
1297447	0	0	0	0	0	1	0	0	0	0
1297449	0	0	0	1	0	0	1	0	0	0
1298134	0	0	0	0	0	0	0	0	0	0
1298136	0	0	0	0	0	0	0	0	0	0
1298141	0	0	0	0	0	0	0	0	0	0
1298146	0	0	0	0	0	0	0	0	0	0
1298151	0	0	0	0	0	0	1	0	0	0
1298168	0	0	0	0	0	0	0	0	0	0
1298169	0	0	0	0	0	0	0	0	0	0
1298216	0	0	0	0	0	0	0	0	0	0
1298218	0	0	0	0	0	0	0	0	0	0
1298219	0	0	0	0	0	0	0	0	0	0
1298222	0	0	0	0	0	0	0	0	0	0
1298223	0	0	0	0	0	0	1	0	0	0
1298226	0	0	0	0	0	0	1	0	0	0
1298347	0	0	0	0	0	0	0	0	0	0
1298348	0	0	0	0	0	0	1	0	0	0
1298349	0	0	0	0	0	0	0	0	0	0
1298350	0	0	1	0	0	0	1	0	0	0
1298352	0	0	0	0	1	0	0	0	0	0
1298357	0	0	0	0	0	0	1	0	0	0
1298358	0	0	0	0	1	0	0	0	0	1
1298359	NA	0	1	0	0	0	1	0	0	0
1298365	NA	0	0	0	0	0	1	0	0	0
1298475	0	0	NA	0	1	0	1	0	0	1
1298476	0	NA	NA	NA	NA	NA	0	NA	NA	0
1298526	0	NA	0	NA	NA	NA	NA	NA	NA	NA
1298529	0	0	0	0	0	0	NA	0	0	NA
1298531	0	0	1	0	0	0	1	0	0	0
1298533	0	0	0	0	0	0	0	0	0	0
1298534	0	0	0	0	0	0	0	0	0	0
1298537	0	0	0	0	0	0	0	0	0	0
1298538	NA	0	1	1	0	0	1	0	0	0
1298539	0	0	0	0	0	0	0	0	0	0
1299050	0	0	NA	1	0	0	1	0	0	0
1299052	0	NA	1	NA	NA	NA	1	NA	NA	1
1299059	NA	0	0	0	0	0	NA	0	0	NA
1299062	0	0	0	0	0	0	0	0	0	0
1299064	0	0	NA	1	0	0	1	0	0	0
1299070	0	NA	0	NA	NA	NA	0	NA	NA	0
1299075	0	0	0	0	0	1	NA	0	0	NA
1299078	0	0	0	0	0	0	0	0	0	0
1299080	0	0	NA	0	1	0	0	0	0	1
1299081	0	0	0	0	0	0	0	0	0	0
1303896	0	0	0	1	0	0	1	0	0	0
1303897	0	0	0	0	0	0	0	0	0	0
1303912	0	0	0	0	0	0	0	0	0	0
1322212	0	0	0	1	0	1	0	0	0	0
1322218	0	1	0	0	0	0	0	0	0	0
1322224	0	1	0	1	0	1	1	1	1	0
1327766	0	0	0	0	0	NA	0	0	0	0
1327769	0	1	0	0	1	0	0	0	0	0
1327771	0	0	0	0	1	0	1	1	0	1
1327773	0	0	0	1	0	0	1	0	0	0
1327774	1	0	0	0	0	0	0	0	0	0
1327775	0	0	0	1	1	1	0	0	1	0
1330931	0	0	0	0	0	0	0	0	0	0
1330933	0	0	0	0	0	0	1	1	0	0
1330935	0	0	0	0	0	0	0	0	0	0
1330942	0	0	0	0	0	0	0	0	0	0
1330947	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
1330950	0	NA	0	1	0	1	0	0	1	0
1330964	0	0	0	0	0	0	0	0	0	0
1330972	1	0	0	0	0	0	0	0	0	0
1330973	0	0	0	0	0	0	0	0	0	0
1330983	0	0	0	1	0	1	0	0	0	0
1330985	0	0	0	0	1	0	0	0	0	0
1330987	1	0	0	0	0	0	0	0	0	0
1330993	0	0	0	0	0	0	0	0	0	0
1330995	0	0	0	0	0	0	0	0	0	0
1331032	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
1331033	0	NA	0	0	0	0	0	0	0	0
1331036	1	1	0	1	0	0	1	1	0	0
1331037	0	0	1	1	0	0	1	0	1	0
1331038	0	0	0	0	0	0	0	0	0	0
1331039	0	1	0	0	0	0	0	0	0	0
1331040	1	1	0	0	0	0	0	0	0	0
1331045	0	0	0	0	0	0	0	0	0	0
1331048	0	0	0	0	0	0	1	0	0	0
1331049	1	0	0	0	0	0	0	0	0	0
1331050	0	0	0	1	0	0	1	0	0	0
1479987	0	0	0	0	0	0	0	0	0	0
1479988	0	0	0	0	0	0	0	0	0	1
1480362	0	0	0	0	0	0	0	0	0	0
1480364	0	0	1	1	0	0	1	0	0	0
1480371	0	0	0	0	0	0	0	0	0	0
1480372	0	0	0	0	0	0	0	0	0	0
1503361	0	0	0	0	0	0	0	0	0	0
1503362	0	0	0	1	0	1	1	0	1	0
1503363	0	0	0	0	0	1	0	0	0	0
1503364	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
1503365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1503366	0	NA	0	0	0	0	1	0	0	0
1503367	0	0	0	0	0	0	0	0	0	1
1503368	0	0	1	0	0	0	1	0	0	0
1503370	0	0	0	0	0	0	1	0	0	0
1503371	0	0	1	0	0	0	1	0	0	0
1509073	0	0	0	0	0	0	0	0	0	0
1524416	0	0	0	0	0	0	0	0	0	0
1659818	0	0	0	1	0	1	0	0	1	0
1660035	0	0	0	0	0	0	0	0	0	0
1290906	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
